INFO | Test - WorstChannelByMAE: ch=0 mae=0.434278 (n=8076)
INFO | - Epoch 000, ExpID 67790 best_epoch=0 improved=1
INFO | Train - Loss (last batch): 0.42590
INFO | Val - Loss, MSE, MAE: 0.85031, 0.85031, 0.34309
INFO | Test - Best epoch, Loss, MSE, MAE: 0, 0.53389, 0.53389, 0.31854
INFO | Test - Points (EXACT): total_masked=39143 correct=2458 right_rate=6.2795%
INFO | Test - WorstChannelByMAE: ch=0 mae=0.429701 (n=8076)
INFO | - Epoch 001, ExpID 67790 best_epoch=1 improved=1
INFO | Train - Loss (last batch): 0.44405
INFO | Val - Loss, MSE, MAE: 0.80612, 0.80612, 0.34487
INFO | Test - Best epoch, Loss, MSE, MAE: 1, 0.52252, 0.52252, 0.32064
INFO | Test - Points (EXACT): total_masked=39143 correct=2008 right_rate=5.1299%
INFO | Test - WorstChannelByMAE: ch=0 mae=0.488143 (n=8076)
INFO | - Epoch 002, ExpID 67790 best_epoch=2 improved=1
INFO | Train - Loss (last batch): 0.84463
INFO | Val - Loss, MSE, MAE: 0.74800, 0.74800, 0.36730
INFO | Test - Best epoch, Loss, MSE, MAE: 2, 0.52435, 0.52435, 0.34503
INFO | Test - Points (EXACT): total_masked=39143 correct=1397 right_rate=3.5690%
INFO | - Epoch 003, ExpID 67790 best_epoch=2 improved=0
INFO | Train - Loss (last batch): 0.50424
INFO | Val - Loss, MSE, MAE: 0.75277, 0.75277, 0.35303
INFO | Test - Best epoch, Loss, MSE, MAE: 2, 0.52435, 0.52435, 0.34503
INFO | Test - Points (EXACT): total_masked=39143 correct=1397 right_rate=3.5690%
INFO | - Epoch 004, ExpID 67790 best_epoch=2 improved=0
INFO | Train - Loss (last batch): 0.51772
INFO | Val - Loss, MSE, MAE: 0.79710, 0.79710, 0.34002
INFO | Test - Best epoch, Loss, MSE, MAE: 2, 0.52435, 0.52435, 0.34503
INFO | Test - Points (EXACT): total_masked=39143 correct=1397 right_rate=3.5690%
INFO | Test - WorstChannelByMAE: ch=0 mae=0.410062 (n=8076)
INFO | - Epoch 005, ExpID 67790 best_epoch=5 improved=1
INFO | Train - Loss (last batch): 0.47344
INFO | Val - Loss, MSE, MAE: 0.74251, 0.74251, 0.33165
INFO | Test - Best epoch, Loss, MSE, MAE: 5, 0.51842, 0.51842, 0.30919
INFO | Test - Points (EXACT): total_masked=39143 correct=2192 right_rate=5.6000%
INFO | Test - WorstChannelByMAE: ch=0 mae=0.479562 (n=8076)
INFO | - Epoch 006, ExpID 67790 best_epoch=6 improved=1
INFO | Train - Loss (last batch): 0.62540
INFO | Val - Loss, MSE, MAE: 0.72040, 0.72040, 0.36478
INFO | Test - Best epoch, Loss, MSE, MAE: 6, 0.53018, 0.53018, 0.34380
INFO | Test - Points (EXACT): total_masked=39143 correct=1332 right_rate=3.4029%
INFO | Test - WorstChannelByMAE: ch=0 mae=0.464863 (n=8076)
INFO | - Epoch 007, ExpID 67790 best_epoch=7 improved=1
INFO | Train - Loss (last batch): 0.37828
INFO | Val - Loss, MSE, MAE: 0.70752, 0.70752, 0.33359
INFO | Test - Best epoch, Loss, MSE, MAE: 7, 0.51335, 0.51335, 0.31275
INFO | Test - Points (EXACT): total_masked=39143 correct=2119 right_rate=5.4135%
INFO | - Epoch 008, ExpID 67790 best_epoch=7 improved=0
INFO | Train - Loss (last batch): 0.55306
INFO | Val - Loss, MSE, MAE: 0.74186, 0.74186, 0.34732
INFO | Test - Best epoch, Loss, MSE, MAE: 7, 0.51335, 0.51335, 0.31275
