INFO | EPOCH_009 | RANDOM 15 masked points (true, pred, diff, abs_err):
INFO | EPOCH_009 | [B=47, T=9, D=5] true=0.627270 pred=0.731870 diff=+0.104601 abs_err=0.104601
INFO | EPOCH_009 | [B=53, T=11, D=9] true=1.626727 pred=1.788993 diff=+0.162267 abs_err=0.162267
INFO | EPOCH_009 | [B=50, T=24, D=8] true=0.250360 pred=0.464493 diff=+0.214133 abs_err=0.214133
INFO | EPOCH_009 | [B=40, T=0, D=7] true=1.445438 pred=1.765515 diff=+0.320077 abs_err=0.320077
INFO | EPOCH_009 | [B=34, T=18, D=7] true=1.148207 pred=1.432724 diff=+0.284518 abs_err=0.284518
INFO | EPOCH_009 | [B=35, T=18, D=9] true=2.216741 pred=2.115965 diff=-0.100776 abs_err=0.100776
INFO | EPOCH_009 | [B=54, T=19, D=5] true=0.639238 pred=0.576707 diff=-0.062531 abs_err=0.062531
INFO | EPOCH_009 | [B=59, T=5, D=3] true=2.767415 pred=2.936815 diff=+0.169400 abs_err=0.169400
INFO | EPOCH_009 | [B=23, T=9, D=5] true=0.026703 pred=0.150890 diff=+0.124188 abs_err=0.124188
INFO | EPOCH_009 | [B=1, T=29, D=3] true=1.720781 pred=2.257364 diff=+0.536582 abs_err=0.536582
INFO | EPOCH_009 | [B=18, T=13, D=11] true=0.680897 pred=0.716194 diff=+0.035298 abs_err=0.035298
INFO | EPOCH_009 | [B=29, T=21, D=6] true=4.669146 pred=5.159474 diff=+0.490329 abs_err=0.490329
INFO | EPOCH_009 | [B=26, T=10, D=10] true=1.538313 pred=1.654321 diff=+0.116008 abs_err=0.116008
INFO | EPOCH_009 | [B=29, T=10, D=5] true=0.285864 pred=0.189493 diff=-0.096371 abs_err=0.096371
INFO | EPOCH_009 | [B=38, T=9, D=5] true=0.198799 pred=0.181324 diff=-0.017474 abs_err=0.017474
INFO | EPOCH_009 | TOP 5 WORST masked points (largest abs_err):
INFO | EPOCH_009 | [B=26, T=8, D=6] true=1.595185 pred=4.837067 diff=+3.241881 abs_err=3.241881
INFO | EPOCH_009 | [B=44, T=20, D=6] true=0.108967 pred=3.047701 diff=+2.938734 abs_err=2.938734
INFO | EPOCH_009 | [B=44, T=18, D=6] true=0.127504 pred=3.047140 diff=+2.919635 abs_err=2.919635
INFO | EPOCH_009 | [B=39, T=11, D=6] true=1.873883 pred=4.594137 diff=+2.720254 abs_err=2.720254
INFO | EPOCH_009 | [B=21, T=18, D=6] true=4.533824 pred=2.030543 diff=-2.503281 abs_err=2.503281
INFO | EPOCH_009 | TOP 5 BEST/CORRECT masked points (smallest abs_err):
INFO | EPOCH_009 | [B=14, T=7, D=2] true=0.161434 pred=0.161413 diff=-0.000021 abs_err=0.000021
INFO | EPOCH_009 | [B=44, T=8, D=4] true=1.772906 pred=1.772872 diff=-0.000033 abs_err=0.000033
INFO | EPOCH_009 | [B=21, T=4, D=11] true=0.970648 pred=0.970708 diff=+0.000060 abs_err=0.000060
INFO | EPOCH_009 | [B=20, T=12, D=5] true=0.409095 pred=0.409026 diff=-0.000069 abs_err=0.000069
INFO | EPOCH_009 | [B=10, T=25, D=2] true=0.174844 pred=0.174644 diff=-0.000200 abs_err=0.000200
INFO | EPOCH_019 | RANDOM 15 masked points (true, pred, diff, abs_err):
