2025-12-22 02:01:28,090 | INFO | TOP_ERR | split=test epoch=0 rank=1/10 b=17 t=6 var_idx=6 tp=1.063000 y_true=0.053281 y_pred=0.787756 diff=0.734475 abs_err=0.734475
2025-12-22 02:01:28,090 | INFO | TOP_ERR | split=test epoch=0 rank=2/10 b=17 t=2 var_idx=6 tp=1.027000 y_true=0.054539 y_pred=0.787882 diff=0.733344 abs_err=0.733344
2025-12-22 02:01:28,091 | INFO | TOP_ERR | split=test epoch=0 rank=3/10 b=37 t=28 var_idx=7 tp=1.313000 y_true=0.136750 y_pred=0.549314 diff=0.412565 abs_err=0.412565
2025-12-22 02:01:28,091 | INFO | TOP_ERR | split=test epoch=0 rank=4/10 b=63 t=25 var_idx=9 tp=1.266333 y_true=0.174672 y_pred=0.559936 diff=0.385264 abs_err=0.385264
2025-12-22 02:01:28,091 | INFO | TOP_ERR | split=test epoch=0 rank=5/10 b=37 t=28 var_idx=6 tp=1.313000 y_true=0.992233 y_pred=0.609192 diff=-0.383041 abs_err=0.383041
2025-12-22 02:01:28,091 | INFO | TOP_ERR | split=test epoch=0 rank=6/10 b=31 t=11 var_idx=5 tp=1.144667 y_true=0.844210 y_pred=0.491148 diff=-0.353063 abs_err=0.353063
2025-12-22 02:01:28,091 | INFO | TOP_ERR | split=test epoch=0 rank=7/10 b=10 t=22 var_idx=10 tp=1.265333 y_true=0.166149 y_pred=0.515960 diff=0.349811 abs_err=0.349811
2025-12-22 02:01:28,091 | INFO | TOP_ERR | split=test epoch=0 rank=8/10 b=17 t=6 var_idx=7 tp=1.063000 y_true=0.869900 y_pred=0.538803 diff=-0.331097 abs_err=0.331097
2025-12-22 02:01:28,091 | INFO | TOP_ERR | split=test epoch=0 rank=9/10 b=17 t=2 var_idx=7 tp=1.027000 y_true=0.869051 y_pred=0.538915 diff=-0.330136 abs_err=0.330136
2025-12-22 02:01:28,091 | INFO | TOP_ERR | split=test epoch=0 rank=10/10 b=19 t=1 var_idx=10 tp=1.018000 y_true=0.253739 y_pred=0.582429 diff=0.328690 abs_err=0.328690
2025-12-22 02:01:28,092 | INFO | TOP_BEST | split=test epoch=0 rank=1/3 b=62 t=28 var_idx=5 tp=1.329333 y_true=0.519938 y_pred=0.519909 diff=-0.000029 abs_err=0.000029
2025-12-22 02:01:28,092 | INFO | TOP_BEST | split=test epoch=0 rank=2/3 b=48 t=5 var_idx=0 tp=1.052000 y_true=0.579835 y_pred=0.579892 diff=0.000057 abs_err=0.000057
2025-12-22 02:01:28,092 | INFO | TOP_BEST | split=test epoch=0 rank=3/3 b=52 t=23 var_idx=8 tp=1.320000 y_true=0.543105 y_pred=0.543027 diff=-0.000078 abs_err=0.000078
2025-12-22 02:01:28,092 | INFO | TOP_OK | split=test epoch=0 none_found (no exact matches)
2025-12-22 02:01:32,650 | INFO | TOP_ERR | split=test epoch=1 rank=1/10 b=17 t=6 var_idx=6 tp=1.063000 y_true=0.053281 y_pred=0.757560 diff=0.704279 abs_err=0.704279
2025-12-22 02:01:32,650 | INFO | TOP_ERR | split=test epoch=1 rank=2/10 b=17 t=2 var_idx=6 tp=1.027000 y_true=0.054539 y_pred=0.757764 diff=0.703225 abs_err=0.703225
