2025-12-22 02:02:56,631 | INFO | SYSTEM | epoch=0 time=6.29s lr=0.001 grad_norm=2.028169 mask_ratio_lastbatch=0.222771 cuda_mem_alloc_mb=98.49 cuda_mem_reserved_mb=3134.00 cuda_mem_max_alloc_mb=1443.39
2025-12-22 02:03:02,076 | INFO | SYSTEM | epoch=1 time=5.44s lr=0.001 grad_norm=1.988976 mask_ratio_lastbatch=0.226562 cuda_mem_alloc_mb=98.23 cuda_mem_reserved_mb=3460.00 cuda_mem_max_alloc_mb=1445.05
2025-12-22 02:03:07,283 | INFO | SYSTEM | epoch=2 time=5.21s lr=0.001 grad_norm=1.995875 mask_ratio_lastbatch=0.228338 cuda_mem_alloc_mb=98.23 cuda_mem_reserved_mb=3460.00 cuda_mem_max_alloc_mb=1445.05
2025-12-22 02:03:12,531 | INFO | SYSTEM | epoch=3 time=5.25s lr=0.001 grad_norm=1.994412 mask_ratio_lastbatch=0.229403 cuda_mem_alloc_mb=98.23 cuda_mem_reserved_mb=3460.00 cuda_mem_max_alloc_mb=1445.05
2025-12-22 02:03:17,837 | INFO | SYSTEM | epoch=4 time=5.30s lr=0.001 grad_norm=1.993444 mask_ratio_lastbatch=0.226562 cuda_mem_alloc_mb=98.31 cuda_mem_reserved_mb=3460.00 cuda_mem_max_alloc_mb=1445.05
2025-12-22 02:03:22,543 | INFO | SYSTEM | epoch=5 time=4.71s lr=0.001 grad_norm=2.012338 mask_ratio_lastbatch=0.231889 cuda_mem_alloc_mb=98.23 cuda_mem_reserved_mb=3460.00 cuda_mem_max_alloc_mb=1445.05
2025-12-22 02:03:27,204 | INFO | SYSTEM | epoch=6 time=4.66s lr=0.001 grad_norm=2.015572 mask_ratio_lastbatch=0.229759 cuda_mem_alloc_mb=98.23 cuda_mem_reserved_mb=3460.00 cuda_mem_max_alloc_mb=1445.05
2025-12-22 02:03:31,831 | INFO | SYSTEM | epoch=7 time=4.63s lr=0.001 grad_norm=2.027798 mask_ratio_lastbatch=0.226207 cuda_mem_alloc_mb=98.31 cuda_mem_reserved_mb=3460.00 cuda_mem_max_alloc_mb=1445.05
2025-12-22 02:03:37,164 | INFO | SYSTEM | epoch=8 time=5.33s lr=0.001 grad_norm=2.038817 mask_ratio_lastbatch=0.229048 cuda_mem_alloc_mb=98.40 cuda_mem_reserved_mb=3460.00 cuda_mem_max_alloc_mb=1445.05
2025-12-22 02:03:42,210 | INFO | SYSTEM | epoch=9 time=5.05s lr=0.001 grad_norm=2.030083 mask_ratio_lastbatch=0.228456 cuda_mem_alloc_mb=98.23 cuda_mem_reserved_mb=3788.00 cuda_mem_max_alloc_mb=1445.05
2025-12-22 02:03:47,186 | INFO | SYSTEM | epoch=10 time=4.98s lr=0.001 grad_norm=2.055489 mask_ratio_lastbatch=0.226799 cuda_mem_alloc_mb=98.23 cuda_mem_reserved_mb=3788.00 cuda_mem_max_alloc_mb=1445.05
