2025-12-22 00:42:11,566 | INFO | SYSTEM | epoch=0 time=6.70s lr=0.0001 grad_norm=35.902466 mask_ratio_lastbatch=0.231534 cuda_mem_alloc_mb=97.03 cuda_mem_reserved_mb=1368.00 cuda_mem_max_alloc_mb=822.68
2025-12-22 00:42:17,512 | INFO | SYSTEM | epoch=1 time=5.95s lr=0.0001 grad_norm=36.142817 mask_ratio_lastbatch=0.227509 cuda_mem_alloc_mb=97.03 cuda_mem_reserved_mb=1368.00 cuda_mem_max_alloc_mb=823.19
2025-12-22 00:42:23,478 | INFO | SYSTEM | epoch=2 time=5.97s lr=0.0001 grad_norm=36.168543 mask_ratio_lastbatch=0.227746 cuda_mem_alloc_mb=97.03 cuda_mem_reserved_mb=1368.00 cuda_mem_max_alloc_mb=823.19
2025-12-22 00:42:29,536 | INFO | SYSTEM | epoch=3 time=6.06s lr=0.0001 grad_norm=36.262694 mask_ratio_lastbatch=0.231297 cuda_mem_alloc_mb=97.03 cuda_mem_reserved_mb=1368.00 cuda_mem_max_alloc_mb=823.19
2025-12-22 00:42:35,516 | INFO | SYSTEM | epoch=4 time=5.98s lr=0.0001 grad_norm=36.376693 mask_ratio_lastbatch=0.232481 cuda_mem_alloc_mb=97.03 cuda_mem_reserved_mb=1368.00 cuda_mem_max_alloc_mb=823.19
2025-12-22 00:42:41,489 | INFO | SYSTEM | epoch=5 time=5.97s lr=0.0001 grad_norm=36.291007 mask_ratio_lastbatch=0.225379 cuda_mem_alloc_mb=97.03 cuda_mem_reserved_mb=1368.00 cuda_mem_max_alloc_mb=823.19
2025-12-22 00:42:47,480 | INFO | SYSTEM | epoch=6 time=5.99s lr=0.0001 grad_norm=36.363779 mask_ratio_lastbatch=0.235840 cuda_mem_alloc_mb=97.02 cuda_mem_reserved_mb=1368.00 cuda_mem_max_alloc_mb=823.19
2025-12-22 00:42:53,476 | INFO | SYSTEM | epoch=7 time=6.00s lr=0.0001 grad_norm=36.414843 mask_ratio_lastbatch=0.224669 cuda_mem_alloc_mb=97.03 cuda_mem_reserved_mb=1370.00 cuda_mem_max_alloc_mb=823.19
2025-12-22 00:42:58,873 | INFO | SYSTEM | epoch=8 time=5.40s lr=0.0001 grad_norm=36.329401 mask_ratio_lastbatch=0.226799 cuda_mem_alloc_mb=97.03 cuda_mem_reserved_mb=1370.00 cuda_mem_max_alloc_mb=823.19
2025-12-22 00:43:04,844 | INFO | SYSTEM | epoch=9 time=5.97s lr=0.0001 grad_norm=36.446440 mask_ratio_lastbatch=0.220170 cuda_mem_alloc_mb=97.03 cuda_mem_reserved_mb=1370.00 cuda_mem_max_alloc_mb=823.19
2025-12-22 00:43:10,269 | INFO | SYSTEM | epoch=10 time=5.42s lr=0.0001 grad_norm=36.476709 mask_ratio_lastbatch=0.230114 cuda_mem_alloc_mb=97.03 cuda_mem_reserved_mb=1370.00 cuda_mem_max_alloc_mb=823.19
2025-12-22 00:43:16,259 | INFO | SYSTEM | epoch=11 time=5.99s lr=0.0001 grad_norm=36.476142 mask_ratio_lastbatch=0.226562 cuda_mem_alloc_mb=97.03 cuda_mem_reserved_mb=1370.00 cuda_mem_max_alloc_mb=823.19
2025-12-22 00:43:21,659 | INFO | SYSTEM | epoch=12 time=5.40s lr=0.0001 grad_norm=36.444089 mask_ratio_lastbatch=0.231445 cuda_mem_alloc_mb=97.02 cuda_mem_reserved_mb=1370.00 cuda_mem_max_alloc_mb=823.20
2025-12-22 00:43:27,673 | INFO | SYSTEM | epoch=13 time=6.01s lr=0.0001 grad_norm=36.484970 mask_ratio_lastbatch=0.227983 cuda_mem_alloc_mb=97.03 cuda_mem_reserved_mb=1370.00 cuda_mem_max_alloc_mb=823.20
2025-12-22 00:43:33,082 | INFO | SYSTEM | epoch=14 time=5.41s lr=0.0001 grad_norm=36.419280 mask_ratio_lastbatch=0.234375 cuda_mem_alloc_mb=97.02 cuda_mem_reserved_mb=1370.00 cuda_mem_max_alloc_mb=823.20
2025-12-22 00:43:38,505 | INFO | SYSTEM | epoch=15 time=5.42s lr=0.0001 grad_norm=36.439033 mask_ratio_lastbatch=0.231297 cuda_mem_alloc_mb=97.03 cuda_mem_reserved_mb=1370.00 cuda_mem_max_alloc_mb=823.20
2025-12-22 00:43:44,507 | INFO | SYSTEM | epoch=16 time=6.00s lr=0.0001 grad_norm=36.466800 mask_ratio_lastbatch=0.231061 cuda_mem_alloc_mb=97.03 cuda_mem_reserved_mb=1370.00 cuda_mem_max_alloc_mb=823.20
