2025-12-22 02:23:53,376 | INFO | SYSTEM | epoch=0 time=6.61s lr=0.001 grad_norm=5.461602 mask_ratio_lastbatch=0.230350 cuda_mem_alloc_mb=98.81 cuda_mem_reserved_mb=3302.00 cuda_mem_max_alloc_mb=1784.39
2025-12-22 02:23:59,285 | INFO | SYSTEM | epoch=1 time=5.91s lr=0.001 grad_norm=5.401580 mask_ratio_lastbatch=0.229995 cuda_mem_alloc_mb=98.81 cuda_mem_reserved_mb=3304.00 cuda_mem_max_alloc_mb=1785.94
2025-12-22 02:24:05,199 | INFO | SYSTEM | epoch=2 time=5.91s lr=0.001 grad_norm=5.408825 mask_ratio_lastbatch=0.229995 cuda_mem_alloc_mb=98.81 cuda_mem_reserved_mb=3304.00 cuda_mem_max_alloc_mb=1785.94
2025-12-22 02:24:10,464 | INFO | SYSTEM | epoch=3 time=5.26s lr=0.001 grad_norm=5.464301 mask_ratio_lastbatch=0.229522 cuda_mem_alloc_mb=98.81 cuda_mem_reserved_mb=3304.00 cuda_mem_max_alloc_mb=1785.94
2025-12-22 02:24:15,716 | INFO | SYSTEM | epoch=4 time=5.25s lr=0.001 grad_norm=5.471406 mask_ratio_lastbatch=0.226799 cuda_mem_alloc_mb=98.81 cuda_mem_reserved_mb=3304.00 cuda_mem_max_alloc_mb=1785.95
2025-12-22 02:24:21,625 | INFO | SYSTEM | epoch=5 time=5.91s lr=0.001 grad_norm=5.417202 mask_ratio_lastbatch=0.225734 cuda_mem_alloc_mb=98.81 cuda_mem_reserved_mb=3304.00 cuda_mem_max_alloc_mb=1785.95
2025-12-22 02:24:26,904 | INFO | SYSTEM | epoch=6 time=5.28s lr=0.001 grad_norm=5.467204 mask_ratio_lastbatch=0.231534 cuda_mem_alloc_mb=98.98 cuda_mem_reserved_mb=3304.00 cuda_mem_max_alloc_mb=1785.95
2025-12-22 02:24:32,160 | INFO | SYSTEM | epoch=7 time=5.26s lr=0.001 grad_norm=5.455120 mask_ratio_lastbatch=0.228101 cuda_mem_alloc_mb=98.81 cuda_mem_reserved_mb=3304.00 cuda_mem_max_alloc_mb=1785.95
2025-12-22 02:24:37,424 | INFO | SYSTEM | epoch=8 time=5.26s lr=0.001 grad_norm=5.449027 mask_ratio_lastbatch=0.226799 cuda_mem_alloc_mb=98.81 cuda_mem_reserved_mb=3304.00 cuda_mem_max_alloc_mb=1785.95
2025-12-22 02:24:42,695 | INFO | SYSTEM | epoch=9 time=5.27s lr=0.001 grad_norm=5.488230 mask_ratio_lastbatch=0.230232 cuda_mem_alloc_mb=98.98 cuda_mem_reserved_mb=3304.00 cuda_mem_max_alloc_mb=1785.95
2025-12-22 02:24:47,961 | INFO | SYSTEM | epoch=10 time=5.27s lr=0.001 grad_norm=5.461662 mask_ratio_lastbatch=0.230114 cuda_mem_alloc_mb=98.98 cuda_mem_reserved_mb=3304.00 cuda_mem_max_alloc_mb=1785.95
2025-12-22 02:24:53,224 | INFO | SYSTEM | epoch=11 time=5.26s lr=0.001 grad_norm=5.515984 mask_ratio_lastbatch=0.228812 cuda_mem_alloc_mb=98.81 cuda_mem_reserved_mb=3304.00 cuda_mem_max_alloc_mb=1785.95
2025-12-22 02:24:59,141 | INFO | SYSTEM | epoch=12 time=5.92s lr=0.001 grad_norm=5.458467 mask_ratio_lastbatch=0.231889 cuda_mem_alloc_mb=98.81 cuda_mem_reserved_mb=3304.00 cuda_mem_max_alloc_mb=1785.95
2025-12-22 02:25:05,043 | INFO | SYSTEM | epoch=13 time=5.90s lr=0.001 grad_norm=5.499850 mask_ratio_lastbatch=0.229403 cuda_mem_alloc_mb=98.81 cuda_mem_reserved_mb=3304.00 cuda_mem_max_alloc_mb=1785.95
2025-12-22 02:25:10,971 | INFO | SYSTEM | epoch=14 time=5.93s lr=0.001 grad_norm=5.493914 mask_ratio_lastbatch=0.228101 cuda_mem_alloc_mb=98.81 cuda_mem_reserved_mb=3304.00 cuda_mem_max_alloc_mb=1785.95
2025-12-22 02:25:16,259 | INFO | SYSTEM | epoch=15 time=5.29s lr=0.001 grad_norm=5.545891 mask_ratio_lastbatch=0.226218 cuda_mem_alloc_mb=98.81 cuda_mem_reserved_mb=3304.00 cuda_mem_max_alloc_mb=1785.95
2025-12-22 02:25:21,543 | INFO | SYSTEM | epoch=16 time=5.28s lr=0.001 grad_norm=5.492066 mask_ratio_lastbatch=0.227983 cuda_mem_alloc_mb=98.98 cuda_mem_reserved_mb=3304.00 cuda_mem_max_alloc_mb=1785.95
2025-12-22 02:25:26,811 | INFO | SYSTEM | epoch=17 time=5.27s lr=0.001 grad_norm=5.535977 mask_ratio_lastbatch=0.228575 cuda_mem_alloc_mb=98.81 cuda_mem_reserved_mb=3304.00 cuda_mem_max_alloc_mb=1785.95
2025-12-22 02:25:32,077 | INFO | SYSTEM | epoch=18 time=5.27s lr=0.001 grad_norm=5.586095 mask_ratio_lastbatch=0.220244 cuda_mem_alloc_mb=98.81 cuda_mem_reserved_mb=3304.00 cuda_mem_max_alloc_mb=1785.95
2025-12-22 02:25:37,349 | INFO | SYSTEM | epoch=19 time=5.27s lr=0.001 grad_norm=5.580185 mask_ratio_lastbatch=0.228575 cuda_mem_alloc_mb=98.81 cuda_mem_reserved_mb=3304.00 cuda_mem_max_alloc_mb=1785.95
2025-12-22 02:25:43,282 | INFO | SYSTEM | epoch=20 time=5.93s lr=0.001 grad_norm=5.551316 mask_ratio_lastbatch=0.228930 cuda_mem_alloc_mb=98.81 cuda_mem_reserved_mb=3304.00 cuda_mem_max_alloc_mb=1785.95
