2025-12-22 02:25:38,463 | INFO | TOP_ERR | split=test epoch=0 rank=1/10 b=17 t=6 var_idx=6 tp=1.063000 y_true=0.053281 y_pred=0.667954 diff=0.614673 abs_err=0.614673
2025-12-22 02:25:38,464 | INFO | TOP_ERR | split=test epoch=0 rank=2/10 b=17 t=2 var_idx=6 tp=1.027000 y_true=0.054539 y_pred=0.668091 diff=0.613553 abs_err=0.613553
2025-12-22 02:25:38,464 | INFO | TOP_ERR | split=test epoch=0 rank=3/10 b=37 t=28 var_idx=6 tp=1.313000 y_true=0.992233 y_pred=0.572450 diff=-0.419783 abs_err=0.419783
2025-12-22 02:25:38,464 | INFO | TOP_ERR | split=test epoch=0 rank=4/10 b=37 t=28 var_idx=7 tp=1.313000 y_true=0.136750 y_pred=0.528282 diff=0.391532 abs_err=0.391532
2025-12-22 02:25:38,464 | INFO | TOP_ERR | split=test epoch=0 rank=5/10 b=17 t=6 var_idx=7 tp=1.063000 y_true=0.869900 y_pred=0.516477 diff=-0.353422 abs_err=0.353422
2025-12-22 02:25:38,465 | INFO | TOP_ERR | split=test epoch=0 rank=6/10 b=17 t=2 var_idx=7 tp=1.027000 y_true=0.869051 y_pred=0.516601 diff=-0.352449 abs_err=0.352449
2025-12-22 02:25:38,465 | INFO | TOP_ERR | split=test epoch=0 rank=7/10 b=63 t=25 var_idx=9 tp=1.266333 y_true=0.174672 y_pred=0.509969 diff=0.335297 abs_err=0.335297
2025-12-22 02:25:38,465 | INFO | TOP_ERR | split=test epoch=0 rank=8/10 b=31 t=11 var_idx=5 tp=1.144667 y_true=0.844210 y_pred=0.520771 diff=-0.323439 abs_err=0.323439
2025-12-22 02:25:38,465 | INFO | TOP_ERR | split=test epoch=0 rank=9/10 b=37 t=28 var_idx=8 tp=1.313000 y_true=0.390381 y_pred=0.712734 diff=0.322354 abs_err=0.322354
2025-12-22 02:25:38,465 | INFO | TOP_ERR | split=test epoch=0 rank=10/10 b=31 t=11 var_idx=3 tp=1.144667 y_true=0.259034 y_pred=0.581203 diff=0.322169 abs_err=0.322169
2025-12-22 02:25:38,466 | INFO | TOP_BEST | split=test epoch=0 rank=1/3 b=26 t=0 var_idx=1 tp=1.000333 y_true=0.492102 y_pred=0.492092 diff=-0.000010 abs_err=0.000010
2025-12-22 02:25:38,466 | INFO | TOP_BEST | split=test epoch=0 rank=2/3 b=33 t=24 var_idx=2 tp=1.261667 y_true=0.407363 y_pred=0.407396 diff=0.000034 abs_err=0.000034
2025-12-22 02:25:38,466 | INFO | TOP_BEST | split=test epoch=0 rank=3/3 b=55 t=6 var_idx=4 tp=1.067667 y_true=0.425347 y_pred=0.425396 diff=0.000049 abs_err=0.000049
2025-12-22 02:25:38,466 | INFO | TOP_OK | split=test epoch=0 none_found (no exact matches)
2025-12-22 02:25:43,907 | INFO | TOP_ERR | split=test epoch=1 rank=1/10 b=17 t=6 var_idx=6 tp=1.063000 y_true=0.053281 y_pred=0.752031 diff=0.698750 abs_err=0.698750
2025-12-22 02:25:43,907 | INFO | TOP_ERR | split=test epoch=1 rank=2/10 b=17 t=2 var_idx=6 tp=1.027000 y_true=0.054539 y_pred=0.752169 diff=0.697630 abs_err=0.697630
2025-12-22 02:25:43,907 | INFO | TOP_ERR | split=test epoch=1 rank=3/10 b=37 t=28 var_idx=6 tp=1.313000 y_true=0.992233 y_pred=0.582083 diff=-0.410150 abs_err=0.410150
2025-12-22 02:25:43,908 | INFO | TOP_ERR | split=test epoch=1 rank=4/10 b=31 t=11 var_idx=3 tp=1.144667 y_true=0.259034 y_pred=0.650699 diff=0.391665 abs_err=0.391665
2025-12-22 02:25:43,908 | INFO | TOP_ERR | split=test epoch=1 rank=5/10 b=17 t=6 var_idx=7 tp=1.063000 y_true=0.869900 y_pred=0.484000 diff=-0.385899 abs_err=0.385899
2025-12-22 02:25:43,908 | INFO | TOP_ERR | split=test epoch=1 rank=6/10 b=17 t=2 var_idx=7 tp=1.027000 y_true=0.869051 y_pred=0.484076 diff=-0.384975 abs_err=0.384975
2025-12-22 02:25:43,908 | INFO | TOP_ERR | split=test epoch=1 rank=7/10 b=37 t=28 var_idx=7 tp=1.313000 y_true=0.136750 y_pred=0.486555 diff=0.349806 abs_err=0.349806
2025-12-22 02:25:43,908 | INFO | TOP_ERR | split=test epoch=1 rank=8/10 b=55 t=1 var_idx=11 tp=1.013667 y_true=0.160785 y_pred=0.488695 diff=0.327910 abs_err=0.327910
2025-12-22 02:25:43,908 | INFO | TOP_ERR | split=test epoch=1 rank=9/10 b=63 t=29 var_idx=10 tp=1.302333 y_true=0.792565 y_pred=0.481311 diff=-0.311254 abs_err=0.311254
2025-12-22 02:25:43,908 | INFO | TOP_ERR | split=test epoch=1 rank=10/10 b=40 t=23 var_idx=10 tp=1.259000 y_true=0.636779 y_pred=0.328828 diff=-0.307951 abs_err=0.307951
2025-12-22 02:25:43,909 | INFO | TOP_BEST | split=test epoch=1 rank=1/3 b=39 t=16 var_idx=8 tp=1.187000 y_true=0.509411 y_pred=0.509411 diff=-0.000000 abs_err=0.000000
2025-12-22 02:25:43,909 | INFO | TOP_BEST | split=test epoch=1 rank=2/3 b=25 t=1 var_idx=2 tp=1.009333 y_true=0.347635 y_pred=0.347630 diff=-0.000005 abs_err=0.000005
2025-12-22 02:25:43,909 | INFO | TOP_BEST | split=test epoch=1 rank=3/3 b=27 t=18 var_idx=8 tp=1.189667 y_true=0.657725 y_pred=0.657711 diff=-0.000014 abs_err=0.000014
2025-12-22 02:25:43,909 | INFO | TOP_OK | split=test epoch=1 none_found (no exact matches)
2025-12-22 02:25:49,367 | INFO | TOP_ERR | split=test epoch=2 rank=1/10 b=17 t=6 var_idx=6 tp=1.063000 y_true=0.053281 y_pred=0.748804 diff=0.695523 abs_err=0.695523
2025-12-22 02:25:49,367 | INFO | TOP_ERR | split=test epoch=2 rank=2/10 b=17 t=2 var_idx=6 tp=1.027000 y_true=0.054539 y_pred=0.748942 diff=0.694403 abs_err=0.694403
2025-12-22 02:25:49,368 | INFO | TOP_ERR | split=test epoch=2 rank=3/10 b=31 t=11 var_idx=3 tp=1.144667 y_true=0.259034 y_pred=0.683597 diff=0.424563 abs_err=0.424563
2025-12-22 02:25:49,368 | INFO | TOP_ERR | split=test epoch=2 rank=4/10 b=37 t=28 var_idx=6 tp=1.313000 y_true=0.992233 y_pred=0.590055 diff=-0.402178 abs_err=0.402178
2025-12-22 02:25:49,368 | INFO | TOP_ERR | split=test epoch=2 rank=5/10 b=17 t=6 var_idx=7 tp=1.063000 y_true=0.869900 y_pred=0.469361 diff=-0.400538 abs_err=0.400538
2025-12-22 02:25:49,368 | INFO | TOP_ERR | split=test epoch=2 rank=6/10 b=17 t=2 var_idx=7 tp=1.027000 y_true=0.869051 y_pred=0.469437 diff=-0.399614 abs_err=0.399614
2025-12-22 02:25:49,368 | INFO | TOP_ERR | split=test epoch=2 rank=7/10 b=55 t=1 var_idx=11 tp=1.013667 y_true=0.160785 y_pred=0.520552 diff=0.359768 abs_err=0.359767
2025-12-22 02:25:49,368 | INFO | TOP_ERR | split=test epoch=2 rank=8/10 b=37 t=28 var_idx=7 tp=1.313000 y_true=0.136750 y_pred=0.470822 diff=0.334073 abs_err=0.334073
2025-12-22 02:25:49,368 | INFO | TOP_ERR | split=test epoch=2 rank=9/10 b=32 t=28 var_idx=3 tp=1.316000 y_true=0.241737 y_pred=0.568041 diff=0.326304 abs_err=0.326304
2025-12-22 02:25:49,368 | INFO | TOP_ERR | split=test epoch=2 rank=10/10 b=31 t=11 var_idx=4 tp=1.144667 y_true=0.237305 y_pred=0.558196 diff=0.320891 abs_err=0.320891
2025-12-22 02:25:49,369 | INFO | TOP_BEST | split=test epoch=2 rank=1/3 b=62 t=25 var_idx=2 tp=1.284333 y_true=0.385441 y_pred=0.385458 diff=0.000017 abs_err=0.000017
2025-12-22 02:25:49,369 | INFO | TOP_BEST | split=test epoch=2 rank=2/3 b=14 t=11 var_idx=9 tp=1.121333 y_true=0.677536 y_pred=0.677559 diff=0.000023 abs_err=0.000023
2025-12-22 02:25:49,369 | INFO | TOP_BEST | split=test epoch=2 rank=3/3 b=42 t=13 var_idx=3 tp=1.151000 y_true=0.623573 y_pred=0.623597 diff=0.000024 abs_err=0.000024
2025-12-22 02:25:49,369 | INFO | TOP_OK | split=test epoch=2 none_found (no exact matches)
2025-12-22 02:26:10,045 | INFO | TOP_ERR | split=test epoch=6 rank=1/10 b=17 t=6 var_idx=6 tp=1.063000 y_true=0.053281 y_pred=0.724937 diff=0.671656 abs_err=0.671656
2025-12-22 02:26:10,046 | INFO | TOP_ERR | split=test epoch=6 rank=2/10 b=17 t=2 var_idx=6 tp=1.027000 y_true=0.054539 y_pred=0.725010 diff=0.670471 abs_err=0.670471
2025-12-22 02:26:10,046 | INFO | TOP_ERR | split=test epoch=6 rank=3/10 b=31 t=11 var_idx=3 tp=1.144667 y_true=0.259034 y_pred=0.678924 diff=0.419890 abs_err=0.419890
2025-12-22 02:26:10,046 | INFO | TOP_ERR | split=test epoch=6 rank=4/10 b=37 t=28 var_idx=6 tp=1.313000 y_true=0.992233 y_pred=0.577461 diff=-0.414772 abs_err=0.414772
2025-12-22 02:26:10,046 | INFO | TOP_ERR | split=test epoch=6 rank=5/10 b=17 t=6 var_idx=7 tp=1.063000 y_true=0.869900 y_pred=0.461933 diff=-0.407967 abs_err=0.407967
2025-12-22 02:26:10,046 | INFO | TOP_ERR | split=test epoch=6 rank=6/10 b=17 t=2 var_idx=7 tp=1.027000 y_true=0.869051 y_pred=0.462044 diff=-0.407007 abs_err=0.407007
