2025-12-22 01:31:15,271 | INFO | TOP_ERR | split=test epoch=0 rank=1/10 b=37 t=28 var_idx=6 tp=1.313000 y_true=0.992233 y_pred=0.121453 diff=-0.870780 abs_err=0.870780
2025-12-22 01:31:15,272 | INFO | TOP_ERR | split=test epoch=0 rank=2/10 b=17 t=6 var_idx=8 tp=1.063000 y_true=0.996759 y_pred=0.154541 diff=-0.842218 abs_err=0.842218
2025-12-22 01:31:15,272 | INFO | TOP_ERR | split=test epoch=0 rank=3/10 b=17 t=2 var_idx=8 tp=1.027000 y_true=0.996743 y_pred=0.154715 diff=-0.842028 abs_err=0.842028
2025-12-22 01:31:15,272 | INFO | TOP_ERR | split=test epoch=0 rank=4/10 b=51 t=26 var_idx=6 tp=1.329000 y_true=0.920993 y_pred=0.120881 diff=-0.800112 abs_err=0.800112
2025-12-22 01:31:15,272 | INFO | TOP_ERR | split=test epoch=0 rank=5/10 b=38 t=6 var_idx=6 tp=1.088000 y_true=0.919100 y_pred=0.125747 diff=-0.793353 abs_err=0.793353
2025-12-22 01:31:15,272 | INFO | TOP_ERR | split=test epoch=0 rank=6/10 b=38 t=16 var_idx=6 tp=1.196000 y_true=0.916062 y_pred=0.123501 diff=-0.792561 abs_err=0.792561
2025-12-22 01:31:15,272 | INFO | TOP_ERR | split=test epoch=0 rank=7/10 b=48 t=9 var_idx=6 tp=1.106333 y_true=0.913059 y_pred=0.125518 diff=-0.787540 abs_err=0.787540
2025-12-22 01:31:15,272 | INFO | TOP_ERR | split=test epoch=0 rank=8/10 b=52 t=1 var_idx=6 tp=1.031667 y_true=0.908828 y_pred=0.126582 diff=-0.782246 abs_err=0.782246
2025-12-22 01:31:15,272 | INFO | TOP_ERR | split=test epoch=0 rank=9/10 b=51 t=8 var_idx=9 tp=1.085667 y_true=0.918792 y_pred=0.142583 diff=-0.776209 abs_err=0.776209
2025-12-22 01:31:15,273 | INFO | TOP_ERR | split=test epoch=0 rank=10/10 b=54 t=9 var_idx=6 tp=1.121667 y_true=0.898450 y_pred=0.125085 diff=-0.773364 abs_err=0.773364
2025-12-22 01:31:15,273 | INFO | TOP_BEST | split=test epoch=0 rank=1/3 b=42 t=23 var_idx=7 tp=1.268333 y_true=0.195090 y_pred=0.199722 diff=0.004633 abs_err=0.004633
2025-12-22 01:31:15,273 | INFO | TOP_BEST | split=test epoch=0 rank=2/3 b=54 t=18 var_idx=7 tp=1.230000 y_true=0.194296 y_pred=0.199354 diff=0.005059 abs_err=0.005059
2025-12-22 01:31:15,273 | INFO | TOP_BEST | split=test epoch=0 rank=3/3 b=49 t=7 var_idx=10 tp=1.106333 y_true=0.209475 y_pred=0.216521 diff=0.007046 abs_err=0.007046
2025-12-22 01:31:15,273 | INFO | TOP_OK | split=test epoch=0 none_found (no exact matches)
2025-12-22 01:31:19,864 | INFO | TOP_ERR | split=test epoch=1 rank=1/10 b=17 t=6 var_idx=6 tp=1.063000 y_true=0.053281 y_pred=0.602518 diff=0.549237 abs_err=0.549237
2025-12-22 01:31:19,865 | INFO | TOP_ERR | split=test epoch=1 rank=2/10 b=17 t=2 var_idx=6 tp=1.027000 y_true=0.054539 y_pred=0.603492 diff=0.548954 abs_err=0.548954
2025-12-22 01:31:19,865 | INFO | TOP_ERR | split=test epoch=1 rank=3/10 b=63 t=25 var_idx=9 tp=1.266333 y_true=0.174672 y_pred=0.590868 diff=0.416196 abs_err=0.416196
2025-12-22 01:31:19,865 | INFO | TOP_ERR | split=test epoch=1 rank=4/10 b=37 t=28 var_idx=6 tp=1.313000 y_true=0.992233 y_pred=0.592621 diff=-0.399612 abs_err=0.399612
2025-12-22 01:31:19,865 | INFO | TOP_ERR | split=test epoch=1 rank=5/10 b=55 t=1 var_idx=11 tp=1.013667 y_true=0.160785 y_pred=0.559610 diff=0.398825 abs_err=0.398825
2025-12-22 01:31:19,865 | INFO | TOP_ERR | split=test epoch=1 rank=6/10 b=17 t=6 var_idx=7 tp=1.063000 y_true=0.869900 y_pred=0.474492 diff=-0.395408 abs_err=0.395408
2025-12-22 01:31:19,865 | INFO | TOP_ERR | split=test epoch=1 rank=7/10 b=17 t=2 var_idx=7 tp=1.027000 y_true=0.869051 y_pred=0.475574 diff=-0.393477 abs_err=0.393477
