2025-12-22 00:42:33,333 | INFO | TOP_ERR | split=test epoch=0 rank=1/10 b=3 t=23 var_idx=9 tp=1.234333 y_true=0.039639 y_pred=0.554354 diff=0.514716 abs_err=0.514716
2025-12-22 00:42:33,334 | INFO | TOP_ERR | split=test epoch=0 rank=2/10 b=4 t=15 var_idx=9 tp=1.189333 y_true=0.038542 y_pred=0.551525 diff=0.512984 abs_err=0.512984
2025-12-22 00:42:33,334 | INFO | TOP_ERR | split=test epoch=0 rank=3/10 b=28 t=17 var_idx=10 tp=1.223333 y_true=0.911302 y_pred=0.491574 diff=-0.419728 abs_err=0.419728
2025-12-22 00:42:33,334 | INFO | TOP_ERR | split=test epoch=0 rank=4/10 b=3 t=23 var_idx=11 tp=1.234333 y_true=0.941412 y_pred=0.554684 diff=-0.386728 abs_err=0.386728
2025-12-22 00:42:33,334 | INFO | TOP_ERR | split=test epoch=0 rank=5/10 b=4 t=15 var_idx=11 tp=1.189333 y_true=0.927668 y_pred=0.555199 diff=-0.372470 abs_err=0.372470
2025-12-22 00:42:33,334 | INFO | TOP_ERR | split=test epoch=0 rank=6/10 b=5 t=11 var_idx=9 tp=1.144333 y_true=0.202946 y_pred=0.554315 diff=0.351370 abs_err=0.351370
2025-12-22 00:42:33,334 | INFO | TOP_ERR | split=test epoch=0 rank=7/10 b=6 t=24 var_idx=9 tp=1.279667 y_true=0.197830 y_pred=0.548589 diff=0.350759 abs_err=0.350759
2025-12-22 00:42:33,334 | INFO | TOP_ERR | split=test epoch=0 rank=8/10 b=6 t=19 var_idx=9 tp=1.207333 y_true=0.198705 y_pred=0.548171 diff=0.349466 abs_err=0.349466
2025-12-22 00:42:33,335 | INFO | TOP_ERR | split=test epoch=0 rank=9/10 b=6 t=16 var_idx=9 tp=1.171333 y_true=0.200337 y_pred=0.547932 diff=0.347595 abs_err=0.347595
2025-12-22 00:42:33,335 | INFO | TOP_ERR | split=test epoch=0 rank=10/10 b=7 t=27 var_idx=3 tp=1.315667 y_true=0.216271 y_pred=0.560737 diff=0.344466 abs_err=0.344466
2025-12-22 00:42:33,335 | INFO | TOP_BEST | split=test epoch=0 rank=1/3 b=2 t=28 var_idx=1 tp=1.297333 y_true=0.491925 y_pred=0.491984 diff=0.000059 abs_err=0.000059
2025-12-22 00:42:33,335 | INFO | TOP_BEST | split=test epoch=0 rank=2/3 b=20 t=27 var_idx=11 tp=1.295000 y_true=0.554944 y_pred=0.554878 diff=-0.000066 abs_err=0.000066
2025-12-22 00:42:33,335 | INFO | TOP_BEST | split=test epoch=0 rank=3/3 b=8 t=8 var_idx=10 tp=1.081333 y_true=0.488317 y_pred=0.488215 diff=-0.000102 abs_err=0.000102
2025-12-22 00:42:33,335 | INFO | TOP_OK | split=test epoch=0 none_found (no exact matches)
2025-12-22 00:42:39,197 | INFO | TOP_ERR | split=test epoch=1 rank=1/10 b=3 t=23 var_idx=9 tp=1.234333 y_true=0.039639 y_pred=0.519180 diff=0.479541 abs_err=0.479541
2025-12-22 00:42:39,197 | INFO | TOP_ERR | split=test epoch=1 rank=2/10 b=4 t=15 var_idx=9 tp=1.189333 y_true=0.038542 y_pred=0.470778 diff=0.432236 abs_err=0.432236
2025-12-22 00:42:39,197 | INFO | TOP_ERR | split=test epoch=1 rank=3/10 b=28 t=17 var_idx=10 tp=1.223333 y_true=0.911302 y_pred=0.527885 diff=-0.383417 abs_err=0.383417
2025-12-22 00:42:39,197 | INFO | TOP_ERR | split=test epoch=1 rank=4/10 b=3 t=23 var_idx=11 tp=1.234333 y_true=0.941412 y_pred=0.589056 diff=-0.352355 abs_err=0.352355
