2025-12-22 01:32:38,510 | INFO | SYSTEM | epoch=0 time=5.66s lr=0.0001 grad_norm=53.152071 mask_ratio_lastbatch=0.225971 cuda_mem_alloc_mb=98.43 cuda_mem_reserved_mb=3244.00 cuda_mem_max_alloc_mb=1698.23
2025-12-22 01:32:43,517 | INFO | SYSTEM | epoch=1 time=5.01s lr=0.0001 grad_norm=53.151010 mask_ratio_lastbatch=0.232244 cuda_mem_alloc_mb=98.52 cuda_mem_reserved_mb=3244.00 cuda_mem_max_alloc_mb=1699.31
2025-12-22 01:32:48,504 | INFO | SYSTEM | epoch=2 time=4.99s lr=0.0001 grad_norm=53.418721 mask_ratio_lastbatch=0.226444 cuda_mem_alloc_mb=98.43 cuda_mem_reserved_mb=3244.00 cuda_mem_max_alloc_mb=1699.31
2025-12-22 01:32:53,483 | INFO | SYSTEM | epoch=3 time=4.98s lr=0.0001 grad_norm=53.988678 mask_ratio_lastbatch=0.229995 cuda_mem_alloc_mb=98.43 cuda_mem_reserved_mb=3244.00 cuda_mem_max_alloc_mb=1699.31
2025-12-22 01:32:58,465 | INFO | SYSTEM | epoch=4 time=4.98s lr=0.0001 grad_norm=55.042833 mask_ratio_lastbatch=0.230114 cuda_mem_alloc_mb=98.43 cuda_mem_reserved_mb=3246.00 cuda_mem_max_alloc_mb=1699.31
2025-12-22 01:33:03,455 | INFO | SYSTEM | epoch=5 time=4.99s lr=0.0001 grad_norm=55.581339 mask_ratio_lastbatch=0.223690 cuda_mem_alloc_mb=98.44 cuda_mem_reserved_mb=3246.00 cuda_mem_max_alloc_mb=1699.31
2025-12-22 01:33:08,440 | INFO | SYSTEM | epoch=6 time=4.98s lr=0.0001 grad_norm=55.771754 mask_ratio_lastbatch=0.228101 cuda_mem_alloc_mb=98.43 cuda_mem_reserved_mb=3246.00 cuda_mem_max_alloc_mb=1699.31
2025-12-22 01:33:13,436 | INFO | SYSTEM | epoch=7 time=5.00s lr=0.0001 grad_norm=55.979803 mask_ratio_lastbatch=0.229048 cuda_mem_alloc_mb=98.43 cuda_mem_reserved_mb=3246.00 cuda_mem_max_alloc_mb=1699.31
2025-12-22 01:33:18,415 | INFO | SYSTEM | epoch=8 time=4.98s lr=0.0001 grad_norm=56.034090 mask_ratio_lastbatch=0.226681 cuda_mem_alloc_mb=98.43 cuda_mem_reserved_mb=3246.00 cuda_mem_max_alloc_mb=1699.31
2025-12-22 01:33:23,417 | INFO | SYSTEM | epoch=9 time=5.00s lr=0.0001 grad_norm=56.075105 mask_ratio_lastbatch=0.229995 cuda_mem_alloc_mb=98.43 cuda_mem_reserved_mb=3246.00 cuda_mem_max_alloc_mb=1699.31
2025-12-22 01:33:28,431 | INFO | SYSTEM | epoch=10 time=5.01s lr=0.0001 grad_norm=56.122624 mask_ratio_lastbatch=0.226681 cuda_mem_alloc_mb=98.43 cuda_mem_reserved_mb=3246.00 cuda_mem_max_alloc_mb=1699.31
2025-12-22 01:33:33,456 | INFO | SYSTEM | epoch=11 time=5.02s lr=0.0001 grad_norm=56.190458 mask_ratio_lastbatch=0.231416 cuda_mem_alloc_mb=98.43 cuda_mem_reserved_mb=3246.00 cuda_mem_max_alloc_mb=1699.31
2025-12-22 01:33:37,938 | INFO | SYSTEM | epoch=12 time=4.48s lr=0.0001 grad_norm=56.250002 mask_ratio_lastbatch=0.227509 cuda_mem_alloc_mb=98.43 cuda_mem_reserved_mb=3246.00 cuda_mem_max_alloc_mb=1699.31
2025-12-22 01:33:42,404 | INFO | SYSTEM | epoch=13 time=4.47s lr=0.0001 grad_norm=56.205044 mask_ratio_lastbatch=0.226799 cuda_mem_alloc_mb=98.43 cuda_mem_reserved_mb=3246.00 cuda_mem_max_alloc_mb=1699.31
2025-12-22 01:33:47,431 | INFO | SYSTEM | epoch=14 time=5.03s lr=0.0001 grad_norm=56.273324 mask_ratio_lastbatch=0.224195 cuda_mem_alloc_mb=98.52 cuda_mem_reserved_mb=3246.00 cuda_mem_max_alloc_mb=1699.31
2025-12-22 01:33:52,445 | INFO | SYSTEM | epoch=15 time=5.01s lr=0.0001 grad_norm=56.269151 mask_ratio_lastbatch=0.229640 cuda_mem_alloc_mb=98.43 cuda_mem_reserved_mb=3246.00 cuda_mem_max_alloc_mb=1699.31
2025-12-22 01:33:57,443 | INFO | SYSTEM | epoch=16 time=5.00s lr=0.0001 grad_norm=56.306268 mask_ratio_lastbatch=0.231889 cuda_mem_alloc_mb=98.43 cuda_mem_reserved_mb=3246.00 cuda_mem_max_alloc_mb=1699.31
2025-12-22 01:34:02,432 | INFO | SYSTEM | epoch=17 time=4.99s lr=0.0001 grad_norm=56.350652 mask_ratio_lastbatch=0.231179 cuda_mem_alloc_mb=98.43 cuda_mem_reserved_mb=3246.00 cuda_mem_max_alloc_mb=1699.31
2025-12-22 01:34:07,428 | INFO | SYSTEM | epoch=18 time=5.00s lr=0.0001 grad_norm=56.400742 mask_ratio_lastbatch=0.227746 cuda_mem_alloc_mb=98.43 cuda_mem_reserved_mb=3246.00 cuda_mem_max_alloc_mb=1699.32
2025-12-22 01:34:11,880 | INFO | SYSTEM | epoch=19 time=4.45s lr=0.0001 grad_norm=56.329953 mask_ratio_lastbatch=0.228456 cuda_mem_alloc_mb=98.43 cuda_mem_reserved_mb=3246.00 cuda_mem_max_alloc_mb=1699.32
2025-12-22 01:34:16,308 | INFO | SYSTEM | epoch=20 time=4.43s lr=0.0001 grad_norm=56.380546 mask_ratio_lastbatch=0.228930 cuda_mem_alloc_mb=98.43 cuda_mem_reserved_mb=3246.00 cuda_mem_max_alloc_mb=1699.32
2025-12-22 01:34:21,316 | INFO | SYSTEM | epoch=21 time=5.01s lr=0.0001 grad_norm=56.352295 mask_ratio_lastbatch=0.232126 cuda_mem_alloc_mb=98.43 cuda_mem_reserved_mb=3246.00 cuda_mem_max_alloc_mb=1699.32
2025-12-22 01:34:25,801 | INFO | SYSTEM | epoch=22 time=4.48s lr=0.0001 grad_norm=56.385133 mask_ratio_lastbatch=0.229285 cuda_mem_alloc_mb=98.52 cuda_mem_reserved_mb=3246.00 cuda_mem_max_alloc_mb=1699.32
2025-12-22 01:34:30,827 | INFO | SYSTEM | epoch=23 time=5.03s lr=0.0001 grad_norm=56.483626 mask_ratio_lastbatch=0.228930 cuda_mem_alloc_mb=98.43 cuda_mem_reserved_mb=3246.00 cuda_mem_max_alloc_mb=1699.32
2025-12-22 01:34:35,858 | INFO | SYSTEM | epoch=24 time=5.03s lr=0.0001 grad_norm=56.421046 mask_ratio_lastbatch=0.227983 cuda_mem_alloc_mb=98.43 cuda_mem_reserved_mb=3246.00 cuda_mem_max_alloc_mb=1699.32
2025-12-22 01:34:40,340 | INFO | SYSTEM | epoch=25 time=4.48s lr=0.0001 grad_norm=56.426789 mask_ratio_lastbatch=0.233765 cuda_mem_alloc_mb=98.42 cuda_mem_reserved_mb=3246.00 cuda_mem_max_alloc_mb=1699.32
2025-12-22 01:34:44,813 | INFO | SYSTEM | epoch=26 time=4.47s lr=0.0001 grad_norm=56.464197 mask_ratio_lastbatch=0.229877 cuda_mem_alloc_mb=98.43 cuda_mem_reserved_mb=3246.00 cuda_mem_max_alloc_mb=1699.32
2025-12-22 01:34:49,845 | INFO | SYSTEM | epoch=27 time=5.03s lr=0.0001 grad_norm=56.462705 mask_ratio_lastbatch=0.227628 cuda_mem_alloc_mb=98.43 cuda_mem_reserved_mb=3246.00 cuda_mem_max_alloc_mb=1699.32
2025-12-22 01:34:54,878 | INFO | SYSTEM | epoch=28 time=5.03s lr=0.0001 grad_norm=56.412942 mask_ratio_lastbatch=0.226681 cuda_mem_alloc_mb=98.43 cuda_mem_reserved_mb=3246.00 cuda_mem_max_alloc_mb=1699.32
2025-12-22 01:34:59,907 | INFO | SYSTEM | epoch=29 time=5.03s lr=0.0001 grad_norm=56.464605 mask_ratio_lastbatch=0.229167 cuda_mem_alloc_mb=98.43 cuda_mem_reserved_mb=3246.00 cuda_mem_max_alloc_mb=1699.32
2025-12-22 01:35:04,945 | INFO | SYSTEM | epoch=30 time=5.04s lr=0.0001 grad_norm=56.465658 mask_ratio_lastbatch=0.229759 cuda_mem_alloc_mb=98.43 cuda_mem_reserved_mb=3246.00 cuda_mem_max_alloc_mb=1699.32
2025-12-22 01:35:09,972 | INFO | SYSTEM | epoch=31 time=5.03s lr=0.0001 grad_norm=56.489980 mask_ratio_lastbatch=0.228693 cuda_mem_alloc_mb=98.43 cuda_mem_reserved_mb=3246.00 cuda_mem_max_alloc_mb=1699.32
