2025-12-22 02:23:15,002 | INFO | SYSTEM | epoch=0 time=5.45s lr=0.001 grad_norm=2.606689 mask_ratio_lastbatch=0.227450 cuda_mem_alloc_mb=102.94 cuda_mem_reserved_mb=5424.00 cuda_mem_max_alloc_mb=2570.86
2025-12-22 02:23:19,721 | INFO | SYSTEM | epoch=1 time=4.72s lr=0.001 grad_norm=2.595082 mask_ratio_lastbatch=0.229818 cuda_mem_alloc_mb=103.29 cuda_mem_reserved_mb=5430.00 cuda_mem_max_alloc_mb=2574.31
2025-12-22 02:23:24,430 | INFO | SYSTEM | epoch=2 time=4.71s lr=0.001 grad_norm=2.593105 mask_ratio_lastbatch=0.230173 cuda_mem_alloc_mb=102.94 cuda_mem_reserved_mb=5430.00 cuda_mem_max_alloc_mb=2574.31
2025-12-22 02:23:28,577 | INFO | SYSTEM | epoch=3 time=4.15s lr=0.001 grad_norm=2.605544 mask_ratio_lastbatch=0.226385 cuda_mem_alloc_mb=102.94 cuda_mem_reserved_mb=5430.00 cuda_mem_max_alloc_mb=2574.31
2025-12-22 02:23:33,273 | INFO | SYSTEM | epoch=4 time=4.70s lr=0.001 grad_norm=2.597837 mask_ratio_lastbatch=0.226385 cuda_mem_alloc_mb=102.94 cuda_mem_reserved_mb=5430.00 cuda_mem_max_alloc_mb=2574.31
2025-12-22 02:23:37,984 | INFO | SYSTEM | epoch=5 time=4.71s lr=0.001 grad_norm=2.602281 mask_ratio_lastbatch=0.223690 cuda_mem_alloc_mb=102.95 cuda_mem_reserved_mb=5430.00 cuda_mem_max_alloc_mb=2574.31
2025-12-22 02:23:42,113 | INFO | SYSTEM | epoch=6 time=4.13s lr=0.001 grad_norm=2.612598 mask_ratio_lastbatch=0.227391 cuda_mem_alloc_mb=102.94 cuda_mem_reserved_mb=5430.00 cuda_mem_max_alloc_mb=2574.31
2025-12-22 02:23:46,842 | INFO | SYSTEM | epoch=7 time=4.73s lr=0.001 grad_norm=2.605582 mask_ratio_lastbatch=0.228338 cuda_mem_alloc_mb=102.94 cuda_mem_reserved_mb=5430.00 cuda_mem_max_alloc_mb=2574.32
2025-12-22 02:23:51,030 | INFO | SYSTEM | epoch=8 time=4.19s lr=0.001 grad_norm=2.611756 mask_ratio_lastbatch=0.228516 cuda_mem_alloc_mb=102.94 cuda_mem_reserved_mb=5430.00 cuda_mem_max_alloc_mb=2574.34
2025-12-22 02:23:55,751 | INFO | SYSTEM | epoch=9 time=4.72s lr=0.001 grad_norm=2.617417 mask_ratio_lastbatch=0.227095 cuda_mem_alloc_mb=102.94 cuda_mem_reserved_mb=5430.00 cuda_mem_max_alloc_mb=2574.34
2025-12-22 02:23:59,934 | INFO | SYSTEM | epoch=10 time=4.18s lr=0.001 grad_norm=2.626234 mask_ratio_lastbatch=0.229344 cuda_mem_alloc_mb=102.94 cuda_mem_reserved_mb=5430.00 cuda_mem_max_alloc_mb=2574.34
2025-12-22 02:24:04,099 | INFO | SYSTEM | epoch=11 time=4.16s lr=0.001 grad_norm=2.629668 mask_ratio_lastbatch=0.226918 cuda_mem_alloc_mb=102.94 cuda_mem_reserved_mb=5430.00 cuda_mem_max_alloc_mb=2574.34
2025-12-22 02:24:08,261 | INFO | SYSTEM | epoch=12 time=4.16s lr=0.001 grad_norm=2.618065 mask_ratio_lastbatch=0.228161 cuda_mem_alloc_mb=102.94 cuda_mem_reserved_mb=5430.00 cuda_mem_max_alloc_mb=2574.34
2025-12-22 02:24:12,428 | INFO | SYSTEM | epoch=13 time=4.17s lr=0.001 grad_norm=2.623281 mask_ratio_lastbatch=0.229581 cuda_mem_alloc_mb=102.94 cuda_mem_reserved_mb=5430.00 cuda_mem_max_alloc_mb=2574.34
2025-12-22 02:24:17,160 | INFO | SYSTEM | epoch=14 time=4.73s lr=0.001 grad_norm=2.615297 mask_ratio_lastbatch=0.222139 cuda_mem_alloc_mb=102.95 cuda_mem_reserved_mb=5430.00 cuda_mem_max_alloc_mb=2574.34
2025-12-22 02:24:21,340 | INFO | SYSTEM | epoch=15 time=4.18s lr=0.001 grad_norm=2.639258 mask_ratio_lastbatch=0.226326 cuda_mem_alloc_mb=102.94 cuda_mem_reserved_mb=5430.00 cuda_mem_max_alloc_mb=2574.34
2025-12-22 02:24:25,514 | INFO | SYSTEM | epoch=16 time=4.17s lr=0.001 grad_norm=2.630915 mask_ratio_lastbatch=0.229344 cuda_mem_alloc_mb=102.94 cuda_mem_reserved_mb=5430.00 cuda_mem_max_alloc_mb=2574.34
