2025-12-22 02:01:28,093 | INFO | SYSTEM | epoch=0 time=5.21s lr=0.001 grad_norm=2.622565 mask_ratio_lastbatch=0.229877 cuda_mem_alloc_mb=97.00 cuda_mem_reserved_mb=2420.00 cuda_mem_max_alloc_mb=1102.52
2025-12-22 02:01:32,653 | INFO | SYSTEM | epoch=1 time=4.56s lr=0.001 grad_norm=2.660796 mask_ratio_lastbatch=0.232363 cuda_mem_alloc_mb=97.00 cuda_mem_reserved_mb=4430.00 cuda_mem_max_alloc_mb=1137.71
2025-12-22 02:01:37,211 | INFO | SYSTEM | epoch=2 time=4.56s lr=0.001 grad_norm=2.657098 mask_ratio_lastbatch=0.227273 cuda_mem_alloc_mb=97.00 cuda_mem_reserved_mb=4432.00 cuda_mem_max_alloc_mb=1137.71
2025-12-22 02:01:41,283 | INFO | SYSTEM | epoch=3 time=4.07s lr=0.001 grad_norm=2.664678 mask_ratio_lastbatch=0.227628 cuda_mem_alloc_mb=97.00 cuda_mem_reserved_mb=4432.00 cuda_mem_max_alloc_mb=1137.71
2025-12-22 02:01:45,878 | INFO | SYSTEM | epoch=4 time=4.59s lr=0.001 grad_norm=2.665560 mask_ratio_lastbatch=0.222312 cuda_mem_alloc_mb=97.00 cuda_mem_reserved_mb=4432.00 cuda_mem_max_alloc_mb=1137.71
2025-12-22 02:01:50,004 | INFO | SYSTEM | epoch=5 time=4.13s lr=0.001 grad_norm=2.686116 mask_ratio_lastbatch=0.229403 cuda_mem_alloc_mb=97.00 cuda_mem_reserved_mb=4432.00 cuda_mem_max_alloc_mb=1137.71
2025-12-22 02:01:54,629 | INFO | SYSTEM | epoch=6 time=4.62s lr=0.001 grad_norm=2.689606 mask_ratio_lastbatch=0.231179 cuda_mem_alloc_mb=97.00 cuda_mem_reserved_mb=5452.00 cuda_mem_max_alloc_mb=1152.38
2025-12-22 02:01:59,278 | INFO | SYSTEM | epoch=7 time=4.65s lr=0.001 grad_norm=2.699950 mask_ratio_lastbatch=0.229522 cuda_mem_alloc_mb=97.00 cuda_mem_reserved_mb=5452.00 cuda_mem_max_alloc_mb=1152.38
2025-12-22 02:02:03,398 | INFO | SYSTEM | epoch=8 time=4.12s lr=0.001 grad_norm=2.709034 mask_ratio_lastbatch=0.227983 cuda_mem_alloc_mb=97.00 cuda_mem_reserved_mb=5452.00 cuda_mem_max_alloc_mb=1152.38
2025-12-22 02:02:07,519 | INFO | SYSTEM | epoch=9 time=4.12s lr=0.001 grad_norm=2.714512 mask_ratio_lastbatch=0.229522 cuda_mem_alloc_mb=97.00 cuda_mem_reserved_mb=5452.00 cuda_mem_max_alloc_mb=1152.38
2025-12-22 02:02:11,616 | INFO | SYSTEM | epoch=10 time=4.10s lr=0.001 grad_norm=2.722893 mask_ratio_lastbatch=0.226799 cuda_mem_alloc_mb=97.00 cuda_mem_reserved_mb=5452.00 cuda_mem_max_alloc_mb=1152.38
