2025-12-21 23:38:06,525 | INFO | TOP_ERR | split=test epoch=0 rank=1/10 b=17 t=6 var_idx=6 tp=1.063000 y_true=0.053281 y_pred=0.542380 diff=0.489099 abs_err=0.489099
2025-12-21 23:38:06,526 | INFO | TOP_ERR | split=test epoch=0 rank=2/10 b=17 t=2 var_idx=6 tp=1.027000 y_true=0.054539 y_pred=0.541391 diff=0.486853 abs_err=0.486853
2025-12-21 23:38:06,526 | INFO | TOP_ERR | split=test epoch=0 rank=3/10 b=37 t=28 var_idx=6 tp=1.313000 y_true=0.992233 y_pred=0.535655 diff=-0.456577 abs_err=0.456577
2025-12-21 23:38:06,526 | INFO | TOP_ERR | split=test epoch=0 rank=4/10 b=37 t=28 var_idx=7 tp=1.313000 y_true=0.136750 y_pred=0.580162 diff=0.443412 abs_err=0.443412
2025-12-21 23:38:06,526 | INFO | TOP_ERR | split=test epoch=0 rank=5/10 b=43 t=6 var_idx=7 tp=1.115000 y_true=0.135648 y_pred=0.558741 diff=0.423094 abs_err=0.423094
2025-12-21 23:38:06,526 | INFO | TOP_ERR | split=test epoch=0 rank=6/10 b=63 t=25 var_idx=9 tp=1.266333 y_true=0.174672 y_pred=0.579432 diff=0.404760 abs_err=0.404760
2025-12-21 23:38:06,526 | INFO | TOP_ERR | split=test epoch=0 rank=7/10 b=38 t=6 var_idx=6 tp=1.088000 y_true=0.919100 y_pred=0.532509 diff=-0.386591 abs_err=0.386591
2025-12-21 23:38:06,526 | INFO | TOP_ERR | split=test epoch=0 rank=8/10 b=42 t=27 var_idx=7 tp=1.304333 y_true=0.179527 y_pred=0.565362 diff=0.385835 abs_err=0.385835
2025-12-21 23:38:06,526 | INFO | TOP_ERR | split=test epoch=0 rank=9/10 b=38 t=16 var_idx=6 tp=1.196000 y_true=0.916062 y_pred=0.535449 diff=-0.380614 abs_err=0.380614
2025-12-21 23:38:06,527 | INFO | TOP_ERR | split=test epoch=0 rank=10/10 b=17 t=2 var_idx=8 tp=1.027000 y_true=0.996743 y_pred=0.623989 diff=-0.372753 abs_err=0.372753
2025-12-21 23:38:06,527 | INFO | TOP_BEST | split=test epoch=0 rank=1/3 b=20 t=10 var_idx=6 tp=1.108333 y_true=0.524306 y_pred=0.524307 diff=0.000000 abs_err=0.000000
2025-12-21 23:38:06,527 | INFO | TOP_BEST | split=test epoch=0 rank=2/3 b=30 t=24 var_idx=6 tp=1.270667 y_true=0.530601 y_pred=0.530607 diff=0.000006 abs_err=0.000006
