2025-12-22 02:02:33,247 | INFO | SYSTEM | epoch=0 time=4.22s lr=0.001 grad_norm=7.120790 mask_ratio_lastbatch=0.226326 cuda_mem_alloc_mb=95.63 cuda_mem_reserved_mb=1206.00 cuda_mem_max_alloc_mb=768.26
2025-12-22 02:02:36,750 | INFO | SYSTEM | epoch=1 time=3.50s lr=0.001 grad_norm=7.242310 mask_ratio_lastbatch=0.227036 cuda_mem_alloc_mb=95.63 cuda_mem_reserved_mb=1286.00 cuda_mem_max_alloc_mb=769.34
2025-12-22 02:02:40,309 | INFO | SYSTEM | epoch=2 time=3.56s lr=0.001 grad_norm=7.194669 mask_ratio_lastbatch=0.231652 cuda_mem_alloc_mb=95.63 cuda_mem_reserved_mb=1286.00 cuda_mem_max_alloc_mb=769.34
2025-12-22 02:02:43,855 | INFO | SYSTEM | epoch=3 time=3.55s lr=0.001 grad_norm=7.135467 mask_ratio_lastbatch=0.231534 cuda_mem_alloc_mb=95.63 cuda_mem_reserved_mb=1286.00 cuda_mem_max_alloc_mb=769.34
2025-12-22 02:02:47,579 | INFO | SYSTEM | epoch=4 time=3.72s lr=0.001 grad_norm=7.231219 mask_ratio_lastbatch=0.229167 cuda_mem_alloc_mb=95.63 cuda_mem_reserved_mb=1286.00 cuda_mem_max_alloc_mb=769.34
2025-12-22 02:02:50,961 | INFO | SYSTEM | epoch=5 time=3.38s lr=0.001 grad_norm=7.208092 mask_ratio_lastbatch=0.230705 cuda_mem_alloc_mb=95.63 cuda_mem_reserved_mb=1286.00 cuda_mem_max_alloc_mb=769.34
2025-12-22 02:02:54,111 | INFO | SYSTEM | epoch=6 time=3.15s lr=0.001 grad_norm=7.258292 mask_ratio_lastbatch=0.227273 cuda_mem_alloc_mb=95.63 cuda_mem_reserved_mb=1286.00 cuda_mem_max_alloc_mb=769.34
2025-12-22 02:02:57,651 | INFO | SYSTEM | epoch=7 time=3.54s lr=0.001 grad_norm=7.206895 mask_ratio_lastbatch=0.226207 cuda_mem_alloc_mb=95.63 cuda_mem_reserved_mb=1368.00 cuda_mem_max_alloc_mb=769.34
2025-12-22 02:03:00,829 | INFO | SYSTEM | epoch=8 time=3.18s lr=0.001 grad_norm=7.288397 mask_ratio_lastbatch=0.228930 cuda_mem_alloc_mb=95.63 cuda_mem_reserved_mb=1370.00 cuda_mem_max_alloc_mb=769.34
2025-12-22 02:03:04,372 | INFO | SYSTEM | epoch=9 time=3.54s lr=0.001 grad_norm=7.220644 mask_ratio_lastbatch=0.232718 cuda_mem_alloc_mb=95.63 cuda_mem_reserved_mb=1370.00 cuda_mem_max_alloc_mb=769.34
2025-12-22 02:03:07,591 | INFO | SYSTEM | epoch=10 time=3.22s lr=0.001 grad_norm=7.213365 mask_ratio_lastbatch=0.227865 cuda_mem_alloc_mb=95.63 cuda_mem_reserved_mb=1370.00 cuda_mem_max_alloc_mb=769.34
2025-12-22 02:03:10,775 | INFO | SYSTEM | epoch=11 time=3.18s lr=0.001 grad_norm=7.300396 mask_ratio_lastbatch=0.226799 cuda_mem_alloc_mb=95.63 cuda_mem_reserved_mb=1370.00 cuda_mem_max_alloc_mb=769.34
2025-12-22 02:03:14,349 | INFO | SYSTEM | epoch=12 time=3.57s lr=0.001 grad_norm=7.152570 mask_ratio_lastbatch=0.224313 cuda_mem_alloc_mb=95.72 cuda_mem_reserved_mb=1370.00 cuda_mem_max_alloc_mb=769.34
2025-12-22 02:03:17,541 | INFO | SYSTEM | epoch=13 time=3.19s lr=0.001 grad_norm=7.329174 mask_ratio_lastbatch=0.226326 cuda_mem_alloc_mb=95.63 cuda_mem_reserved_mb=1370.00 cuda_mem_max_alloc_mb=769.34
2025-12-22 02:03:20,847 | INFO | SYSTEM | epoch=14 time=3.17s lr=0.001 grad_norm=7.264615 mask_ratio_lastbatch=0.229640 cuda_mem_alloc_mb=95.63 cuda_mem_reserved_mb=1370.00 cuda_mem_max_alloc_mb=769.34
2025-12-22 02:03:24,020 | INFO | SYSTEM | epoch=15 time=3.17s lr=0.001 grad_norm=7.297174 mask_ratio_lastbatch=0.229640 cuda_mem_alloc_mb=95.63 cuda_mem_reserved_mb=1370.00 cuda_mem_max_alloc_mb=769.34
2025-12-22 02:03:27,216 | INFO | SYSTEM | epoch=16 time=3.20s lr=0.001 grad_norm=7.328456 mask_ratio_lastbatch=0.228456 cuda_mem_alloc_mb=95.63 cuda_mem_reserved_mb=1370.00 cuda_mem_max_alloc_mb=769.34
2025-12-22 02:03:30,403 | INFO | SYSTEM | epoch=17 time=3.19s lr=0.001 grad_norm=7.289168 mask_ratio_lastbatch=0.231889 cuda_mem_alloc_mb=95.63 cuda_mem_reserved_mb=1370.00 cuda_mem_max_alloc_mb=769.35
2025-12-22 02:03:33,595 | INFO | SYSTEM | epoch=18 time=3.19s lr=0.001 grad_norm=7.286564 mask_ratio_lastbatch=0.229522 cuda_mem_alloc_mb=95.63 cuda_mem_reserved_mb=1370.00 cuda_mem_max_alloc_mb=769.35
2025-12-22 02:03:36,776 | INFO | SYSTEM | epoch=19 time=3.18s lr=0.001 grad_norm=7.293104 mask_ratio_lastbatch=0.229048 cuda_mem_alloc_mb=95.63 cuda_mem_reserved_mb=1370.00 cuda_mem_max_alloc_mb=769.35
2025-12-22 02:03:39,949 | INFO | SYSTEM | epoch=20 time=3.17s lr=0.001 grad_norm=7.366693 mask_ratio_lastbatch=0.230350 cuda_mem_alloc_mb=95.63 cuda_mem_reserved_mb=1370.00 cuda_mem_max_alloc_mb=769.35
2025-12-22 02:03:43,134 | INFO | SYSTEM | epoch=21 time=3.18s lr=0.0005 grad_norm=7.356380 mask_ratio_lastbatch=0.229285 cuda_mem_alloc_mb=95.63 cuda_mem_reserved_mb=1370.00 cuda_mem_max_alloc_mb=769.35
2025-12-22 02:03:46,528 | INFO | SYSTEM | epoch=22 time=3.39s lr=0.0005 grad_norm=7.331199 mask_ratio_lastbatch=0.220818 cuda_mem_alloc_mb=95.63 cuda_mem_reserved_mb=1370.00 cuda_mem_max_alloc_mb=769.35
