2025-12-22 00:41:59,953 | INFO | SYSTEM | epoch=0 time=6.69s lr=0.0001 grad_norm=73.340829 mask_ratio_lastbatch=0.227036 cuda_mem_alloc_mb=97.04 cuda_mem_reserved_mb=1620.00 cuda_mem_max_alloc_mb=896.11
2025-12-22 00:42:06,088 | INFO | SYSTEM | epoch=1 time=6.13s lr=0.0001 grad_norm=73.372905 mask_ratio_lastbatch=0.229167 cuda_mem_alloc_mb=97.04 cuda_mem_reserved_mb=1620.00 cuda_mem_max_alloc_mb=896.65
2025-12-22 00:42:12,159 | INFO | SYSTEM | epoch=2 time=6.07s lr=0.0001 grad_norm=74.315805 mask_ratio_lastbatch=0.228930 cuda_mem_alloc_mb=97.04 cuda_mem_reserved_mb=1620.00 cuda_mem_max_alloc_mb=896.65
2025-12-22 00:42:18,246 | INFO | SYSTEM | epoch=3 time=6.09s lr=0.0001 grad_norm=75.025845 mask_ratio_lastbatch=0.235840 cuda_mem_alloc_mb=97.04 cuda_mem_reserved_mb=1620.00 cuda_mem_max_alloc_mb=896.65
2025-12-22 00:42:24,371 | INFO | SYSTEM | epoch=4 time=6.12s lr=0.0001 grad_norm=75.308440 mask_ratio_lastbatch=0.233643 cuda_mem_alloc_mb=97.04 cuda_mem_reserved_mb=1620.00 cuda_mem_max_alloc_mb=896.65
2025-12-22 00:42:29,924 | INFO | SYSTEM | epoch=5 time=5.55s lr=0.0001 grad_norm=75.617470 mask_ratio_lastbatch=0.229877 cuda_mem_alloc_mb=97.04 cuda_mem_reserved_mb=1620.00 cuda_mem_max_alloc_mb=896.65
2025-12-22 00:42:36,061 | INFO | SYSTEM | epoch=6 time=6.14s lr=0.0001 grad_norm=75.539948 mask_ratio_lastbatch=0.231771 cuda_mem_alloc_mb=97.04 cuda_mem_reserved_mb=1620.00 cuda_mem_max_alloc_mb=896.65
2025-12-22 00:42:42,171 | INFO | SYSTEM | epoch=7 time=6.11s lr=0.0001 grad_norm=75.733528 mask_ratio_lastbatch=0.224432 cuda_mem_alloc_mb=97.04 cuda_mem_reserved_mb=1620.00 cuda_mem_max_alloc_mb=896.65
2025-12-22 00:42:48,292 | INFO | SYSTEM | epoch=8 time=6.12s lr=0.0001 grad_norm=75.830693 mask_ratio_lastbatch=0.228456 cuda_mem_alloc_mb=97.04 cuda_mem_reserved_mb=1620.00 cuda_mem_max_alloc_mb=896.65
2025-12-22 00:42:53,819 | INFO | SYSTEM | epoch=9 time=5.53s lr=0.0001 grad_norm=75.841798 mask_ratio_lastbatch=0.227273 cuda_mem_alloc_mb=97.04 cuda_mem_reserved_mb=1620.00 cuda_mem_max_alloc_mb=896.65
2025-12-22 00:42:59,959 | INFO | SYSTEM | epoch=10 time=6.14s lr=0.0001 grad_norm=75.838167 mask_ratio_lastbatch=0.234619 cuda_mem_alloc_mb=97.04 cuda_mem_reserved_mb=1620.00 cuda_mem_max_alloc_mb=896.65
2025-12-22 00:43:05,457 | INFO | SYSTEM | epoch=11 time=5.50s lr=0.0001 grad_norm=75.899991 mask_ratio_lastbatch=0.226326 cuda_mem_alloc_mb=97.04 cuda_mem_reserved_mb=1620.00 cuda_mem_max_alloc_mb=896.65
2025-12-22 00:43:11,715 | INFO | SYSTEM | epoch=12 time=6.26s lr=0.0001 grad_norm=75.902858 mask_ratio_lastbatch=0.228693 cuda_mem_alloc_mb=97.04 cuda_mem_reserved_mb=1620.00 cuda_mem_max_alloc_mb=896.65
2025-12-22 00:43:17,239 | INFO | SYSTEM | epoch=13 time=5.52s lr=0.0001 grad_norm=75.894019 mask_ratio_lastbatch=0.232008 cuda_mem_alloc_mb=97.09 cuda_mem_reserved_mb=1620.00 cuda_mem_max_alloc_mb=896.65
2025-12-22 00:43:23,380 | INFO | SYSTEM | epoch=14 time=6.14s lr=0.0001 grad_norm=76.031745 mask_ratio_lastbatch=0.222064 cuda_mem_alloc_mb=97.04 cuda_mem_reserved_mb=1620.00 cuda_mem_max_alloc_mb=896.65
