2025-12-22 01:32:38,507 | INFO | TOP_ERR | split=test epoch=0 rank=1/10 b=37 t=28 var_idx=6 tp=1.313000 y_true=0.992233 y_pred=0.373080 diff=-0.619153 abs_err=0.619153
2025-12-22 01:32:38,508 | INFO | TOP_ERR | split=test epoch=0 rank=2/10 b=51 t=26 var_idx=6 tp=1.329000 y_true=0.920993 y_pred=0.372925 diff=-0.548069 abs_err=0.548069
2025-12-22 01:32:38,508 | INFO | TOP_ERR | split=test epoch=0 rank=3/10 b=38 t=6 var_idx=6 tp=1.088000 y_true=0.919100 y_pred=0.372218 diff=-0.546882 abs_err=0.546882
2025-12-22 01:32:38,508 | INFO | TOP_ERR | split=test epoch=0 rank=4/10 b=38 t=16 var_idx=6 tp=1.196000 y_true=0.916062 y_pred=0.372674 diff=-0.543388 abs_err=0.543388
2025-12-22 01:32:38,508 | INFO | TOP_ERR | split=test epoch=0 rank=5/10 b=48 t=9 var_idx=6 tp=1.106333 y_true=0.913059 y_pred=0.372110 diff=-0.540949 abs_err=0.540949
2025-12-22 01:32:38,508 | INFO | TOP_ERR | split=test epoch=0 rank=6/10 b=52 t=1 var_idx=6 tp=1.031667 y_true=0.908828 y_pred=0.371800 diff=-0.537028 abs_err=0.537028
2025-12-22 01:32:38,508 | INFO | TOP_ERR | split=test epoch=0 rank=7/10 b=54 t=9 var_idx=6 tp=1.121667 y_true=0.898450 y_pred=0.372291 diff=-0.526159 abs_err=0.526159
2025-12-22 01:32:38,508 | INFO | TOP_ERR | split=test epoch=0 rank=8/10 b=43 t=6 var_idx=6 tp=1.115000 y_true=0.898071 y_pred=0.372243 diff=-0.525828 abs_err=0.525828
2025-12-22 01:32:38,508 | INFO | TOP_ERR | split=test epoch=0 rank=9/10 b=45 t=8 var_idx=6 tp=1.097000 y_true=0.896630 y_pred=0.372148 diff=-0.524482 abs_err=0.524482
2025-12-22 01:32:38,509 | INFO | TOP_ERR | split=test epoch=0 rank=10/10 b=44 t=1 var_idx=6 tp=1.034000 y_true=0.890568 y_pred=0.371777 diff=-0.518792 abs_err=0.518792
2025-12-22 01:32:38,509 | INFO | TOP_BEST | split=test epoch=0 rank=1/3 b=44 t=7 var_idx=0 tp=1.088000 y_true=0.586984 y_pred=0.587044 diff=0.000060 abs_err=0.000060
2025-12-22 01:32:38,509 | INFO | TOP_BEST | split=test epoch=0 rank=2/3 b=26 t=4 var_idx=0 tp=1.036333 y_true=0.585756 y_pred=0.585694 diff=-0.000062 abs_err=0.000062
2025-12-22 01:32:38,509 | INFO | TOP_BEST | split=test epoch=0 rank=3/3 b=26 t=17 var_idx=1 tp=1.180667 y_true=0.452470 y_pred=0.452534 diff=0.000063 abs_err=0.000063
2025-12-22 01:32:38,509 | INFO | TOP_OK | split=test epoch=0 none_found (no exact matches)
