2025-12-22 01:33:15,504 | INFO | TOP_ERR | split=test epoch=0 rank=1/10 b=37 t=28 var_idx=6 tp=1.313000 y_true=0.992233 y_pred=0.373087 diff=-0.619146 abs_err=0.619146
2025-12-22 01:33:15,504 | INFO | TOP_ERR | split=test epoch=0 rank=2/10 b=51 t=26 var_idx=6 tp=1.329000 y_true=0.920993 y_pred=0.372931 diff=-0.548062 abs_err=0.548062
2025-12-22 01:33:15,505 | INFO | TOP_ERR | split=test epoch=0 rank=3/10 b=38 t=6 var_idx=6 tp=1.088000 y_true=0.919100 y_pred=0.372224 diff=-0.546876 abs_err=0.546876
2025-12-22 01:33:15,505 | INFO | TOP_ERR | split=test epoch=0 rank=4/10 b=38 t=16 var_idx=6 tp=1.196000 y_true=0.916062 y_pred=0.372680 diff=-0.543382 abs_err=0.543382
2025-12-22 01:33:15,505 | INFO | TOP_ERR | split=test epoch=0 rank=5/10 b=48 t=9 var_idx=6 tp=1.106333 y_true=0.913059 y_pred=0.372116 diff=-0.540943 abs_err=0.540943
2025-12-22 01:33:15,505 | INFO | TOP_ERR | split=test epoch=0 rank=6/10 b=52 t=1 var_idx=6 tp=1.031667 y_true=0.908828 y_pred=0.371805 diff=-0.537022 abs_err=0.537022
2025-12-22 01:33:15,505 | INFO | TOP_ERR | split=test epoch=0 rank=7/10 b=54 t=9 var_idx=6 tp=1.121667 y_true=0.898450 y_pred=0.372297 diff=-0.526153 abs_err=0.526153
2025-12-22 01:33:15,505 | INFO | TOP_ERR | split=test epoch=0 rank=8/10 b=43 t=6 var_idx=6 tp=1.115000 y_true=0.898071 y_pred=0.372249 diff=-0.525822 abs_err=0.525822
2025-12-22 01:33:15,505 | INFO | TOP_ERR | split=test epoch=0 rank=9/10 b=45 t=8 var_idx=6 tp=1.097000 y_true=0.896630 y_pred=0.372153 diff=-0.524476 abs_err=0.524476
2025-12-22 01:33:15,505 | INFO | TOP_ERR | split=test epoch=0 rank=10/10 b=44 t=1 var_idx=6 tp=1.034000 y_true=0.890568 y_pred=0.371782 diff=-0.518786 abs_err=0.518786
2025-12-22 01:33:15,506 | INFO | TOP_BEST | split=test epoch=0 rank=1/3 b=26 t=4 var_idx=0 tp=1.036333 y_true=0.585756 y_pred=0.585721 diff=-0.000035 abs_err=0.000035
2025-12-22 01:33:15,506 | INFO | TOP_BEST | split=test epoch=0 rank=2/3 b=31 t=16 var_idx=11 tp=1.198667 y_true=0.574890 y_pred=0.574831 diff=-0.000059 abs_err=0.000059
2025-12-22 01:33:15,506 | INFO | TOP_BEST | split=test epoch=0 rank=3/3 b=44 t=7 var_idx=0 tp=1.088000 y_true=0.586984 y_pred=0.587071 diff=0.000087 abs_err=0.000087
2025-12-22 01:33:15,506 | INFO | TOP_OK | split=test epoch=0 none_found (no exact matches)
2025-12-22 01:33:20,109 | INFO | TOP_ERR | split=test epoch=1 rank=1/10 b=37 t=28 var_idx=6 tp=1.313000 y_true=0.992233 y_pred=0.477614 diff=-0.514619 abs_err=0.514619
2025-12-22 01:33:20,110 | INFO | TOP_ERR | split=test epoch=1 rank=2/10 b=38 t=6 var_idx=6 tp=1.088000 y_true=0.919100 y_pred=0.475903 diff=-0.443197 abs_err=0.443197
2025-12-22 01:33:20,110 | INFO | TOP_ERR | split=test epoch=1 rank=3/10 b=51 t=26 var_idx=6 tp=1.329000 y_true=0.920993 y_pred=0.478579 diff=-0.442414 abs_err=0.442414
2025-12-22 01:33:20,110 | INFO | TOP_ERR | split=test epoch=1 rank=4/10 b=38 t=16 var_idx=6 tp=1.196000 y_true=0.916062 y_pred=0.477366 diff=-0.438696 abs_err=0.438696
