2025-12-22 02:49:40,314 | INFO | TOP_ERR | split=test epoch=0 rank=1/10 b=37 t=28 var_idx=6 tp=1.313000 y_true=0.992233 y_pred=0.505138 diff=-0.487095 abs_err=0.487095
2025-12-22 02:49:40,314 | INFO | TOP_ERR | split=test epoch=0 rank=2/10 b=17 t=6 var_idx=6 tp=1.063000 y_true=0.053281 y_pred=0.512968 diff=0.459687 abs_err=0.459687
2025-12-22 02:49:40,314 | INFO | TOP_ERR | split=test epoch=0 rank=3/10 b=17 t=2 var_idx=6 tp=1.027000 y_true=0.054539 y_pred=0.512916 diff=0.458377 abs_err=0.458377
2025-12-22 02:49:40,314 | INFO | TOP_ERR | split=test epoch=0 rank=4/10 b=38 t=6 var_idx=6 tp=1.088000 y_true=0.919100 y_pred=0.506858 diff=-0.412242 abs_err=0.412242
2025-12-22 02:49:40,315 | INFO | TOP_ERR | split=test epoch=0 rank=5/10 b=51 t=26 var_idx=6 tp=1.329000 y_true=0.920993 y_pred=0.511359 diff=-0.409634 abs_err=0.409634
2025-12-22 02:49:40,315 | INFO | TOP_ERR | split=test epoch=0 rank=6/10 b=38 t=16 var_idx=6 tp=1.196000 y_true=0.916062 y_pred=0.507016 diff=-0.409046 abs_err=0.409046
2025-12-22 02:49:40,315 | INFO | TOP_ERR | split=test epoch=0 rank=7/10 b=55 t=1 var_idx=11 tp=1.013667 y_true=0.160785 y_pred=0.569770 diff=0.408985 abs_err=0.408985
2025-12-22 02:49:40,315 | INFO | TOP_ERR | split=test epoch=0 rank=8/10 b=48 t=9 var_idx=6 tp=1.106333 y_true=0.913059 y_pred=0.510566 diff=-0.402493 abs_err=0.402493
2025-12-22 02:49:40,315 | INFO | TOP_ERR | split=test epoch=0 rank=9/10 b=52 t=1 var_idx=6 tp=1.031667 y_true=0.908828 y_pred=0.510620 diff=-0.398207 abs_err=0.398207
2025-12-22 02:49:40,315 | INFO | TOP_ERR | split=test epoch=0 rank=10/10 b=43 t=6 var_idx=6 tp=1.115000 y_true=0.898071 y_pred=0.510284 diff=-0.387787 abs_err=0.387787
2025-12-22 02:49:40,316 | INFO | TOP_BEST | split=test epoch=0 rank=1/3 b=55 t=16 var_idx=2 tp=1.167000 y_true=0.483767 y_pred=0.483742 diff=-0.000025 abs_err=0.000025
2025-12-22 02:49:40,316 | INFO | TOP_BEST | split=test epoch=0 rank=2/3 b=31 t=26 var_idx=11 tp=1.306667 y_true=0.576289 y_pred=0.576326 diff=0.000038 abs_err=0.000038
2025-12-22 02:49:40,316 | INFO | TOP_BEST | split=test epoch=0 rank=3/3 b=50 t=25 var_idx=2 tp=1.284000 y_true=0.484319 y_pred=0.484357 diff=0.000039 abs_err=0.000039
2025-12-22 02:49:40,316 | INFO | TOP_OK | split=test epoch=0 none_found (no exact matches)
2025-12-22 02:49:45,513 | INFO | TOP_ERR | split=test epoch=1 rank=1/10 b=17 t=6 var_idx=6 tp=1.063000 y_true=0.053281 y_pred=0.711790 diff=0.658509 abs_err=0.658509
2025-12-22 02:49:45,514 | INFO | TOP_ERR | split=test epoch=1 rank=2/10 b=17 t=2 var_idx=6 tp=1.027000 y_true=0.054539 y_pred=0.711832 diff=0.657293 abs_err=0.657293
2025-12-22 02:49:45,514 | INFO | TOP_ERR | split=test epoch=1 rank=3/10 b=37 t=28 var_idx=6 tp=1.313000 y_true=0.992233 y_pred=0.607417 diff=-0.384816 abs_err=0.384816
2025-12-22 02:49:45,514 | INFO | TOP_ERR | split=test epoch=1 rank=4/10 b=37 t=28 var_idx=7 tp=1.313000 y_true=0.136750 y_pred=0.515645 diff=0.378895 abs_err=0.378895
2025-12-22 02:49:45,514 | INFO | TOP_ERR | split=test epoch=1 rank=5/10 b=17 t=6 var_idx=7 tp=1.063000 y_true=0.869900 y_pred=0.492096 diff=-0.377803 abs_err=0.377803
2025-12-22 02:49:45,514 | INFO | TOP_ERR | split=test epoch=1 rank=6/10 b=17 t=2 var_idx=7 tp=1.027000 y_true=0.869051 y_pred=0.492004 diff=-0.377047 abs_err=0.377047
2025-12-22 02:49:45,514 | INFO | TOP_ERR | split=test epoch=1 rank=7/10 b=63 t=25 var_idx=9 tp=1.266333 y_true=0.174672 y_pred=0.538811 diff=0.364139 abs_err=0.364139
2025-12-22 02:49:45,514 | INFO | TOP_ERR | split=test epoch=1 rank=8/10 b=63 t=31 var_idx=6 tp=1.329333 y_true=0.235266 y_pred=0.579626 diff=0.344360 abs_err=0.344360
2025-12-22 02:49:45,514 | INFO | TOP_ERR | split=test epoch=1 rank=9/10 b=10 t=22 var_idx=10 tp=1.265333 y_true=0.166149 y_pred=0.506270 diff=0.340121 abs_err=0.340121
2025-12-22 02:49:45,515 | INFO | TOP_ERR | split=test epoch=1 rank=10/10 b=55 t=1 var_idx=11 tp=1.013667 y_true=0.160785 y_pred=0.498828 diff=0.338043 abs_err=0.338043
2025-12-22 02:49:45,515 | INFO | TOP_BEST | split=test epoch=1 rank=1/3 b=52 t=4 var_idx=6 tp=1.067667 y_true=0.815465 y_pred=0.815464 diff=-0.000001 abs_err=0.000001
2025-12-22 02:49:45,515 | INFO | TOP_BEST | split=test epoch=1 rank=2/3 b=23 t=28 var_idx=8 tp=1.297667 y_true=0.646331 y_pred=0.646320 diff=-0.000012 abs_err=0.000012
2025-12-22 02:49:45,515 | INFO | TOP_BEST | split=test epoch=1 rank=3/3 b=59 t=5 var_idx=9 tp=1.050000 y_true=0.712121 y_pred=0.712107 diff=-0.000013 abs_err=0.000013
2025-12-22 02:49:45,515 | INFO | TOP_OK | split=test epoch=1 none_found (no exact matches)
2025-12-22 02:49:50,700 | INFO | TOP_ERR | split=test epoch=2 rank=1/10 b=17 t=6 var_idx=6 tp=1.063000 y_true=0.053281 y_pred=0.738994 diff=0.685713 abs_err=0.685713
2025-12-22 02:49:50,700 | INFO | TOP_ERR | split=test epoch=2 rank=2/10 b=17 t=2 var_idx=6 tp=1.027000 y_true=0.054539 y_pred=0.739167 diff=0.684629 abs_err=0.684629
2025-12-22 02:49:50,700 | INFO | TOP_ERR | split=test epoch=2 rank=3/10 b=37 t=28 var_idx=7 tp=1.313000 y_true=0.136750 y_pred=0.523886 diff=0.387137 abs_err=0.387137
2025-12-22 02:49:50,701 | INFO | TOP_ERR | split=test epoch=2 rank=4/10 b=37 t=28 var_idx=6 tp=1.313000 y_true=0.992233 y_pred=0.607269 diff=-0.384964 abs_err=0.384964
2025-12-22 02:49:50,701 | INFO | TOP_ERR | split=test epoch=2 rank=5/10 b=17 t=6 var_idx=7 tp=1.063000 y_true=0.869900 y_pred=0.518262 diff=-0.351638 abs_err=0.351638
2025-12-22 02:49:50,701 | INFO | TOP_ERR | split=test epoch=2 rank=6/10 b=17 t=2 var_idx=7 tp=1.027000 y_true=0.869051 y_pred=0.518190 diff=-0.350861 abs_err=0.350861
2025-12-22 02:49:50,701 | INFO | TOP_ERR | split=test epoch=2 rank=7/10 b=31 t=11 var_idx=3 tp=1.144667 y_true=0.259034 y_pred=0.604793 diff=0.345759 abs_err=0.345759
