2025-12-22 02:23:53,373 | INFO | TOP_ERR | split=test epoch=0 rank=1/10 b=17 t=6 var_idx=6 tp=1.063000 y_true=0.053281 y_pred=0.608619 diff=0.555338 abs_err=0.555338
2025-12-22 02:23:53,373 | INFO | TOP_ERR | split=test epoch=0 rank=2/10 b=17 t=2 var_idx=6 tp=1.027000 y_true=0.054539 y_pred=0.608504 diff=0.553965 abs_err=0.553965
2025-12-22 02:23:53,374 | INFO | TOP_ERR | split=test epoch=0 rank=3/10 b=37 t=28 var_idx=6 tp=1.313000 y_true=0.992233 y_pred=0.519105 diff=-0.473128 abs_err=0.473128
2025-12-22 02:23:53,374 | INFO | TOP_ERR | split=test epoch=0 rank=4/10 b=17 t=6 var_idx=7 tp=1.063000 y_true=0.869900 y_pred=0.480519 diff=-0.389381 abs_err=0.389381
2025-12-22 02:23:53,374 | INFO | TOP_ERR | split=test epoch=0 rank=5/10 b=17 t=2 var_idx=7 tp=1.027000 y_true=0.869051 y_pred=0.480640 diff=-0.388411 abs_err=0.388411
2025-12-22 02:23:53,374 | INFO | TOP_ERR | split=test epoch=0 rank=6/10 b=17 t=6 var_idx=8 tp=1.063000 y_true=0.996759 y_pred=0.609725 diff=-0.387034 abs_err=0.387034
2025-12-22 02:23:53,374 | INFO | TOP_ERR | split=test epoch=0 rank=7/10 b=17 t=2 var_idx=8 tp=1.027000 y_true=0.996743 y_pred=0.609894 diff=-0.386849 abs_err=0.386849
2025-12-22 02:23:53,374 | INFO | TOP_ERR | split=test epoch=0 rank=8/10 b=38 t=6 var_idx=6 tp=1.088000 y_true=0.919100 y_pred=0.554693 diff=-0.364407 abs_err=0.364407
2025-12-22 02:23:53,374 | INFO | TOP_ERR | split=test epoch=0 rank=9/10 b=37 t=28 var_idx=7 tp=1.313000 y_true=0.136750 y_pred=0.499085 diff=0.362335 abs_err=0.362336
2025-12-22 02:23:53,374 | INFO | TOP_ERR | split=test epoch=0 rank=10/10 b=38 t=16 var_idx=6 tp=1.196000 y_true=0.916062 y_pred=0.555011 diff=-0.361052 abs_err=0.361052
2025-12-22 02:23:53,375 | INFO | TOP_BEST | split=test epoch=0 rank=1/3 b=31 t=16 var_idx=11 tp=1.198667 y_true=0.574890 y_pred=0.574882 diff=-0.000009 abs_err=0.000009
2025-12-22 02:23:53,375 | INFO | TOP_BEST | split=test epoch=0 rank=2/3 b=49 t=2 var_idx=1 tp=1.043333 y_true=0.394315 y_pred=0.394305 diff=-0.000010 abs_err=0.000010
2025-12-22 02:23:53,375 | INFO | TOP_BEST | split=test epoch=0 rank=3/3 b=60 t=7 var_idx=6 tp=1.104000 y_true=0.611491 y_pred=0.611505 diff=0.000014 abs_err=0.000014
2025-12-22 02:23:53,375 | INFO | TOP_OK | split=test epoch=0 none_found (no exact matches)
2025-12-22 02:23:59,283 | INFO | TOP_ERR | split=test epoch=1 rank=1/10 b=17 t=6 var_idx=6 tp=1.063000 y_true=0.053281 y_pred=0.754728 diff=0.701447 abs_err=0.701447
2025-12-22 02:23:59,283 | INFO | TOP_ERR | split=test epoch=1 rank=2/10 b=17 t=2 var_idx=6 tp=1.027000 y_true=0.054539 y_pred=0.754813 diff=0.700274 abs_err=0.700274
2025-12-22 02:23:59,283 | INFO | TOP_ERR | split=test epoch=1 rank=3/10 b=31 t=11 var_idx=3 tp=1.144667 y_true=0.259034 y_pred=0.678139 diff=0.419105 abs_err=0.419105
