2025-12-22 01:30:38,842 | INFO | SYSTEM | epoch=0 time=5.82s lr=0.0001 grad_norm=72.111208 mask_ratio_lastbatch=0.227746 cuda_mem_alloc_mb=98.06 cuda_mem_reserved_mb=2014.00 cuda_mem_max_alloc_mb=1477.33
2025-12-22 01:30:43,483 | INFO | SYSTEM | epoch=1 time=4.64s lr=0.0001 grad_norm=104.035436 mask_ratio_lastbatch=0.228930 cuda_mem_alloc_mb=98.06 cuda_mem_reserved_mb=2014.00 cuda_mem_max_alloc_mb=1478.41
2025-12-22 01:30:48,071 | INFO | SYSTEM | epoch=2 time=4.59s lr=0.0001 grad_norm=103.178916 mask_ratio_lastbatch=0.228220 cuda_mem_alloc_mb=98.06 cuda_mem_reserved_mb=2014.00 cuda_mem_max_alloc_mb=1478.41
2025-12-22 01:30:52,641 | INFO | SYSTEM | epoch=3 time=4.57s lr=0.0001 grad_norm=103.974983 mask_ratio_lastbatch=0.226089 cuda_mem_alloc_mb=98.06 cuda_mem_reserved_mb=2016.00 cuda_mem_max_alloc_mb=1478.41
2025-12-22 01:30:57,498 | INFO | SYSTEM | epoch=4 time=4.86s lr=0.0001 grad_norm=105.806426 mask_ratio_lastbatch=0.229640 cuda_mem_alloc_mb=98.06 cuda_mem_reserved_mb=2016.00 cuda_mem_max_alloc_mb=1478.41
2025-12-22 01:31:02,377 | INFO | SYSTEM | epoch=5 time=4.88s lr=0.0001 grad_norm=106.854028 mask_ratio_lastbatch=0.227746 cuda_mem_alloc_mb=98.06 cuda_mem_reserved_mb=2016.00 cuda_mem_max_alloc_mb=1478.41
2025-12-22 01:31:07,094 | INFO | SYSTEM | epoch=6 time=4.72s lr=0.0001 grad_norm=107.261417 mask_ratio_lastbatch=0.232126 cuda_mem_alloc_mb=98.06 cuda_mem_reserved_mb=2016.00 cuda_mem_max_alloc_mb=1478.41
2025-12-22 01:31:12,024 | INFO | SYSTEM | epoch=7 time=4.93s lr=0.0001 grad_norm=107.605226 mask_ratio_lastbatch=0.229403 cuda_mem_alloc_mb=98.06 cuda_mem_reserved_mb=2016.00 cuda_mem_max_alloc_mb=1478.41
2025-12-22 01:31:16,706 | INFO | SYSTEM | epoch=8 time=4.68s lr=0.0001 grad_norm=107.732349 mask_ratio_lastbatch=0.229167 cuda_mem_alloc_mb=98.06 cuda_mem_reserved_mb=2016.00 cuda_mem_max_alloc_mb=1478.41
2025-12-22 01:31:21,303 | INFO | SYSTEM | epoch=9 time=4.60s lr=0.0001 grad_norm=107.820235 mask_ratio_lastbatch=0.231652 cuda_mem_alloc_mb=98.06 cuda_mem_reserved_mb=2016.00 cuda_mem_max_alloc_mb=1478.41
2025-12-22 01:31:25,396 | INFO | SYSTEM | epoch=10 time=4.09s lr=0.0001 grad_norm=108.043209 mask_ratio_lastbatch=0.227983 cuda_mem_alloc_mb=98.06 cuda_mem_reserved_mb=2016.00 cuda_mem_max_alloc_mb=1478.41
2025-12-22 01:31:29,487 | INFO | SYSTEM | epoch=11 time=4.09s lr=0.0001 grad_norm=108.202012 mask_ratio_lastbatch=0.231652 cuda_mem_alloc_mb=98.06 cuda_mem_reserved_mb=2016.00 cuda_mem_max_alloc_mb=1478.41
2025-12-22 01:31:34,085 | INFO | SYSTEM | epoch=12 time=4.60s lr=0.0001 grad_norm=108.219440 mask_ratio_lastbatch=0.227746 cuda_mem_alloc_mb=98.06 cuda_mem_reserved_mb=2016.00 cuda_mem_max_alloc_mb=1478.41
2025-12-22 01:31:38,714 | INFO | SYSTEM | epoch=13 time=4.63s lr=0.0001 grad_norm=108.365414 mask_ratio_lastbatch=0.225142 cuda_mem_alloc_mb=98.06 cuda_mem_reserved_mb=2016.00 cuda_mem_max_alloc_mb=1478.41
2025-12-22 01:31:42,814 | INFO | SYSTEM | epoch=14 time=4.10s lr=0.0001 grad_norm=108.426018 mask_ratio_lastbatch=0.228930 cuda_mem_alloc_mb=98.06 cuda_mem_reserved_mb=2016.00 cuda_mem_max_alloc_mb=1478.41
2025-12-22 01:31:46,918 | INFO | SYSTEM | epoch=15 time=4.10s lr=0.0001 grad_norm=108.551772 mask_ratio_lastbatch=0.225852 cuda_mem_alloc_mb=98.06 cuda_mem_reserved_mb=2016.00 cuda_mem_max_alloc_mb=1478.42
2025-12-22 01:31:51,611 | INFO | SYSTEM | epoch=16 time=4.69s lr=0.0001 grad_norm=108.533773 mask_ratio_lastbatch=0.230824 cuda_mem_alloc_mb=98.06 cuda_mem_reserved_mb=2016.00 cuda_mem_max_alloc_mb=1478.42
2025-12-22 01:31:55,729 | INFO | SYSTEM | epoch=17 time=4.12s lr=0.0001 grad_norm=108.694202 mask_ratio_lastbatch=0.230350 cuda_mem_alloc_mb=98.06 cuda_mem_reserved_mb=2016.00 cuda_mem_max_alloc_mb=1478.42
2025-12-22 01:32:00,331 | INFO | SYSTEM | epoch=18 time=4.60s lr=0.0001 grad_norm=108.623195 mask_ratio_lastbatch=0.229877 cuda_mem_alloc_mb=98.06 cuda_mem_reserved_mb=2016.00 cuda_mem_max_alloc_mb=1478.42
2025-12-22 01:32:04,420 | INFO | SYSTEM | epoch=19 time=4.09s lr=0.0001 grad_norm=108.758294 mask_ratio_lastbatch=0.228575 cuda_mem_alloc_mb=98.06 cuda_mem_reserved_mb=2016.00 cuda_mem_max_alloc_mb=1478.42
2025-12-22 01:32:09,022 | INFO | SYSTEM | epoch=20 time=4.60s lr=0.0001 grad_norm=108.804276 mask_ratio_lastbatch=0.229877 cuda_mem_alloc_mb=98.06 cuda_mem_reserved_mb=2016.00 cuda_mem_max_alloc_mb=1478.42
