2025-12-21 23:38:06,528 | INFO | SYSTEM | epoch=0 time=6.60s lr=0.001 grad_norm=2.263226 mask_ratio_lastbatch=0.228456 cuda_mem_alloc_mb=92.19 cuda_mem_reserved_mb=5052.00 cuda_mem_max_alloc_mb=2078.13
2025-12-21 23:38:12,484 | INFO | SYSTEM | epoch=1 time=5.95s lr=0.001 grad_norm=2.220627 mask_ratio_lastbatch=0.227865 cuda_mem_alloc_mb=92.19 cuda_mem_reserved_mb=2234.00 cuda_mem_max_alloc_mb=2110.40
2025-12-21 23:38:18,387 | INFO | SYSTEM | epoch=2 time=5.90s lr=0.001 grad_norm=2.246754 mask_ratio_lastbatch=0.228338 cuda_mem_alloc_mb=92.19 cuda_mem_reserved_mb=4634.00 cuda_mem_max_alloc_mb=2130.70
2025-12-21 23:38:23,682 | INFO | SYSTEM | epoch=3 time=5.29s lr=0.001 grad_norm=2.270079 mask_ratio_lastbatch=0.229167 cuda_mem_alloc_mb=92.19 cuda_mem_reserved_mb=6664.00 cuda_mem_max_alloc_mb=2160.78
2025-12-21 23:38:29,582 | INFO | SYSTEM | epoch=4 time=5.90s lr=0.001 grad_norm=2.265212 mask_ratio_lastbatch=0.225616 cuda_mem_alloc_mb=92.19 cuda_mem_reserved_mb=6664.00 cuda_mem_max_alloc_mb=2161.07
2025-12-21 23:38:35,502 | INFO | SYSTEM | epoch=5 time=5.92s lr=0.001 grad_norm=2.275258 mask_ratio_lastbatch=0.228812 cuda_mem_alloc_mb=92.19 cuda_mem_reserved_mb=6664.00 cuda_mem_max_alloc_mb=2161.07
2025-12-21 23:38:40,837 | INFO | SYSTEM | epoch=6 time=5.33s lr=0.001 grad_norm=2.293137 mask_ratio_lastbatch=0.229877 cuda_mem_alloc_mb=92.19 cuda_mem_reserved_mb=2292.00 cuda_mem_max_alloc_mb=2171.20
2025-12-21 23:38:46,741 | INFO | SYSTEM | epoch=7 time=5.90s lr=0.001 grad_norm=2.307591 mask_ratio_lastbatch=0.227391 cuda_mem_alloc_mb=92.19 cuda_mem_reserved_mb=2292.00 cuda_mem_max_alloc_mb=2171.20
2025-12-21 23:38:52,015 | INFO | SYSTEM | epoch=8 time=5.27s lr=0.001 grad_norm=2.317274 mask_ratio_lastbatch=0.223346 cuda_mem_alloc_mb=92.19 cuda_mem_reserved_mb=2292.00 cuda_mem_max_alloc_mb=2171.20
2025-12-21 23:38:57,284 | INFO | SYSTEM | epoch=9 time=5.27s lr=0.001 grad_norm=2.335970 mask_ratio_lastbatch=0.230350 cuda_mem_alloc_mb=92.19 cuda_mem_reserved_mb=2292.00 cuda_mem_max_alloc_mb=2171.20
2025-12-21 23:39:02,566 | INFO | SYSTEM | epoch=10 time=5.28s lr=0.001 grad_norm=2.341026 mask_ratio_lastbatch=0.227036 cuda_mem_alloc_mb=92.19 cuda_mem_reserved_mb=2292.00 cuda_mem_max_alloc_mb=2171.20
2025-12-21 23:39:07,857 | INFO | SYSTEM | epoch=11 time=5.29s lr=0.001 grad_norm=2.371910 mask_ratio_lastbatch=0.229759 cuda_mem_alloc_mb=92.19 cuda_mem_reserved_mb=2292.00 cuda_mem_max_alloc_mb=2171.20
2025-12-21 23:39:13,770 | INFO | SYSTEM | epoch=12 time=5.91s lr=0.001 grad_norm=2.381863 mask_ratio_lastbatch=0.231061 cuda_mem_alloc_mb=92.19 cuda_mem_reserved_mb=2292.00 cuda_mem_max_alloc_mb=2171.20
2025-12-21 23:39:19,040 | INFO | SYSTEM | epoch=13 time=5.27s lr=0.001 grad_norm=2.387689 mask_ratio_lastbatch=0.224432 cuda_mem_alloc_mb=92.19 cuda_mem_reserved_mb=2292.00 cuda_mem_max_alloc_mb=2171.20
2025-12-21 23:39:24,336 | INFO | SYSTEM | epoch=14 time=5.29s lr=0.001 grad_norm=2.406938 mask_ratio_lastbatch=0.228575 cuda_mem_alloc_mb=92.19 cuda_mem_reserved_mb=2292.00 cuda_mem_max_alloc_mb=2171.20
2025-12-21 23:39:29,624 | INFO | SYSTEM | epoch=15 time=5.29s lr=0.001 grad_norm=2.438527 mask_ratio_lastbatch=0.233032 cuda_mem_alloc_mb=92.18 cuda_mem_reserved_mb=2292.00 cuda_mem_max_alloc_mb=2171.20
2025-12-21 23:39:35,548 | INFO | SYSTEM | epoch=16 time=5.92s lr=0.001 grad_norm=2.458670 mask_ratio_lastbatch=0.230824 cuda_mem_alloc_mb=92.19 cuda_mem_reserved_mb=2292.00 cuda_mem_max_alloc_mb=2171.20
2025-12-21 23:39:40,835 | INFO | SYSTEM | epoch=17 time=5.29s lr=0.001 grad_norm=2.474980 mask_ratio_lastbatch=0.226326 cuda_mem_alloc_mb=92.19 cuda_mem_reserved_mb=2292.00 cuda_mem_max_alloc_mb=2171.20
2025-12-21 23:39:46,123 | INFO | SYSTEM | epoch=18 time=5.29s lr=0.001 grad_norm=2.490335 mask_ratio_lastbatch=0.232244 cuda_mem_alloc_mb=92.19 cuda_mem_reserved_mb=2292.00 cuda_mem_max_alloc_mb=2171.20
2025-12-21 23:39:51,418 | INFO | SYSTEM | epoch=19 time=5.29s lr=0.001 grad_norm=2.507315 mask_ratio_lastbatch=0.228220 cuda_mem_alloc_mb=92.19 cuda_mem_reserved_mb=2292.00 cuda_mem_max_alloc_mb=2171.20
2025-12-21 23:39:57,330 | INFO | SYSTEM | epoch=20 time=5.91s lr=0.001 grad_norm=2.515818 mask_ratio_lastbatch=0.228456 cuda_mem_alloc_mb=92.19 cuda_mem_reserved_mb=2292.00 cuda_mem_max_alloc_mb=2171.20
2025-12-21 23:40:02,611 | INFO | SYSTEM | epoch=21 time=5.28s lr=0.001 grad_norm=2.528276 mask_ratio_lastbatch=0.226562 cuda_mem_alloc_mb=92.19 cuda_mem_reserved_mb=2292.00 cuda_mem_max_alloc_mb=2171.20
2025-12-21 23:40:07,902 | INFO | SYSTEM | epoch=22 time=5.29s lr=0.001 grad_norm=2.548498 mask_ratio_lastbatch=0.225734 cuda_mem_alloc_mb=92.19 cuda_mem_reserved_mb=2292.00 cuda_mem_max_alloc_mb=2171.20
2025-12-21 23:40:13,822 | INFO | SYSTEM | epoch=23 time=5.92s lr=0.001 grad_norm=2.562997 mask_ratio_lastbatch=0.228930 cuda_mem_alloc_mb=92.19 cuda_mem_reserved_mb=2292.00 cuda_mem_max_alloc_mb=2171.20
2025-12-21 23:40:19,119 | INFO | SYSTEM | epoch=24 time=5.30s lr=0.001 grad_norm=2.573107 mask_ratio_lastbatch=0.232008 cuda_mem_alloc_mb=92.19 cuda_mem_reserved_mb=2292.00 cuda_mem_max_alloc_mb=2171.20
2025-12-21 23:40:24,407 | INFO | SYSTEM | epoch=25 time=5.29s lr=0.001 grad_norm=2.591030 mask_ratio_lastbatch=0.229759 cuda_mem_alloc_mb=92.19 cuda_mem_reserved_mb=2292.00 cuda_mem_max_alloc_mb=2171.20
2025-12-21 23:40:29,698 | INFO | SYSTEM | epoch=26 time=5.29s lr=0.001 grad_norm=2.611362 mask_ratio_lastbatch=0.230824 cuda_mem_alloc_mb=92.19 cuda_mem_reserved_mb=2292.00 cuda_mem_max_alloc_mb=2171.20
2025-12-21 23:40:35,634 | INFO | SYSTEM | epoch=27 time=5.93s lr=0.001 grad_norm=2.623813 mask_ratio_lastbatch=0.228456 cuda_mem_alloc_mb=92.19 cuda_mem_reserved_mb=2292.00 cuda_mem_max_alloc_mb=2171.20
2025-12-21 23:40:40,924 | INFO | SYSTEM | epoch=28 time=5.29s lr=0.001 grad_norm=2.633438 mask_ratio_lastbatch=0.229167 cuda_mem_alloc_mb=92.19 cuda_mem_reserved_mb=2292.00 cuda_mem_max_alloc_mb=2171.20
2025-12-21 23:40:46,206 | INFO | SYSTEM | epoch=29 time=5.28s lr=0.001 grad_norm=2.639024 mask_ratio_lastbatch=0.226326 cuda_mem_alloc_mb=92.19 cuda_mem_reserved_mb=2292.00 cuda_mem_max_alloc_mb=2171.20
2025-12-21 23:40:52,119 | INFO | SYSTEM | epoch=30 time=5.91s lr=0.001 grad_norm=2.667959 mask_ratio_lastbatch=0.230587 cuda_mem_alloc_mb=92.19 cuda_mem_reserved_mb=2292.00 cuda_mem_max_alloc_mb=2171.20
2025-12-21 23:40:57,410 | INFO | SYSTEM | epoch=31 time=5.29s lr=0.001 grad_norm=2.674476 mask_ratio_lastbatch=0.227983 cuda_mem_alloc_mb=92.19 cuda_mem_reserved_mb=2292.00 cuda_mem_max_alloc_mb=2171.20
2025-12-21 23:41:02,707 | INFO | SYSTEM | epoch=32 time=5.30s lr=0.001 grad_norm=2.689667 mask_ratio_lastbatch=0.231179 cuda_mem_alloc_mb=92.19 cuda_mem_reserved_mb=2292.00 cuda_mem_max_alloc_mb=2171.20
2025-12-21 23:41:08,626 | INFO | SYSTEM | epoch=33 time=5.92s lr=0.001 grad_norm=2.706659 mask_ratio_lastbatch=0.224077 cuda_mem_alloc_mb=92.19 cuda_mem_reserved_mb=2292.00 cuda_mem_max_alloc_mb=2171.20
2025-12-21 23:41:13,916 | INFO | SYSTEM | epoch=34 time=5.29s lr=0.001 grad_norm=2.720091 mask_ratio_lastbatch=0.229995 cuda_mem_alloc_mb=92.19 cuda_mem_reserved_mb=2292.00 cuda_mem_max_alloc_mb=2171.20
